Protein,Protein ID,Control,Treatment,Difference
sp|P17676|CEBPB_HUMAN,P17676,2,0,-2
sp|P49914|MTHFS_HUMAN,P49914,2,0,-2
sp|Q0VDF9|HSP7E_HUMAN,Q0VDF9,2,0,-2
sp|Q15599|NHRF2_HUMAN,Q15599,2,0,-2
sp|Q5T653|RM02_HUMAN,Q5T653,2,0,-2
sp|Q7Z2K6|ERMP1_HUMAN,Q7Z2K6,2,0,-2
sp|Q96KG9|SCYL1_HUMAN,Q96KG9,2,0,-2
sp|Q9GZU8|PIP30_HUMAN,Q9GZU8,2,0,-2
sp|Q9Y624|JAM1_HUMAN,Q9Y624,2,0,-2
sp|O75879|GATB_HUMAN,O75879,2,0,-2
sp|Q8TEA8|DTD1_HUMAN,Q8TEA8,2,0,-2
sp|Q96ER9|MITOK_HUMAN,Q96ER9,2,0,-2
sp|Q96JY6|PDLI2_HUMAN,Q96JY6,2,0,-2
sp|Q9BQ67|GRWD1_HUMAN,Q9BQ67,2,0,-2
sp|Q9H7X7|IFT22_HUMAN,Q9H7X7,2,0,-2
sp|Q9HCN8|SDF2L_HUMAN,Q9HCN8,2,0,-2
sp|Q9NSQ0|RRP7B_HUMAN,Q9NSQ0,2,0,-2
sp|Q9NZ08|ERAP1_HUMAN,Q9NZ08,2,0,-2
sp|O60220|TIM8A_HUMAN,O60220,2,0,-2
sp|O75616|ERAL1_HUMAN,O75616,2,0,-2
sp|P0DPB6|RPAC2_HUMAN,P0DPB6,2,0,-2
sp|Q5TEC6|H37_HUMAN,Q5TEC6,2,0,-2
sp|Q96H79|ZCCHL_HUMAN,Q96H79,2,0,-2
sp|Q96LD4|TRI47_HUMAN,Q96LD4,2,0,-2
sp|Q96SU4|OSBL9_HUMAN,Q96SU4,2,0,-2
sp|Q96TA2|YMEL1_HUMAN,Q96TA2,2,0,-2
sp|Q9NSK7|CS012_HUMAN,Q9NSK7,2,0,-2
sp|Q9P016|THYN1_HUMAN,Q9P016,2,0,-2
sp|Q9Y3A6|TMED5_HUMAN,Q9Y3A6,2,0,-2
sp|P49005|DPOD2_HUMAN,P49005,2,0,-2
sp|Q15629|TRAM1_HUMAN,Q15629,2,0,-2
sp|Q17RN3|FA98C_HUMAN,Q17RN3,2,0,-2
sp|Q9NYB0|TE2IP_HUMAN,Q9NYB0,2,0,-2
sp|Q9P0T7|TMEM9_HUMAN,Q9P0T7,2,0,-2
sp|Q9UKR5|ERG28_HUMAN,Q9UKR5,2,0,-2
sp|Q9Y606|PUS1_HUMAN,Q9Y606,2,0,-2
sp|O94888|UBXN7_HUMAN,O94888,2,0,-2
sp|Q15800|MSMO1_HUMAN,Q15800,2,0,-2
sp|Q8TAG9|EXOC6_HUMAN,Q8TAG9,2,0,-2
sp|Q9Y3B8|ORN_HUMAN,Q9Y3B8,2,0,-2
sp|Q13685|AAMP_HUMAN,Q13685,2,0,-2
sp|Q5HYI7|MTX3_HUMAN,Q5HYI7,2,0,-2
sp|Q7Z7F7|RM55_HUMAN,Q7Z7F7,2,0,-2
sp|Q9P0M9|RM27_HUMAN,Q9P0M9,2,0,-2
sp|O00442|RTCA_HUMAN,O00442,2,0,-2
sp|P04908|H2A1B_HUMAN,P04908,2,0,-2
sp|P46734|MP2K3_HUMAN,P46734,2,0,-2
sp|Q86TU7|SETD3_HUMAN,Q86TU7,2,0,-2
sp|Q8IYI6|EXOC8_HUMAN,Q8IYI6,2,0,-2
sp|O95340|PAPS2_HUMAN,O95340,2,0,-2
sp|P33552|CKS2_HUMAN,P33552,2,0,-2
sp|P49459|UBE2A_HUMAN,P49459,2,0,-2
sp|Q15043|S39AE_HUMAN,Q15043,2,0,-2
sp|Q16537|2A5E_HUMAN,Q16537,2,0,-2
sp|Q96I36|COX14_HUMAN,Q96I36,2,0,-2
sp|O43353|RIPK2_HUMAN,O43353,2,0,-2
sp|Q8WUP2|FBLI1_HUMAN,Q8WUP2,2,0,-2
sp|Q9Y3B9|RRP15_HUMAN,Q9Y3B9,2,0,-2
sp|Q8N9A8|NEPR1_HUMAN,Q8N9A8,2,0,-2
sp|Q05519|SRS11_HUMAN,Q05519,2,0,-2
sp|Q53H12|AGK_HUMAN,Q53H12,2,0,-2
sp|Q7Z5H4|VN1R5_HUMAN,Q7Z5H4,2,0,-2
sp|Q96PV6|LENG8_HUMAN,Q96PV6,2,0,-2
sp|O00499|BIN1_HUMAN,O00499,2,0,-2
sp|P08582|TRFM_HUMAN,P08582,2,0,-2
sp|Q9UDY8|MALT1_HUMAN,Q9UDY8,2,0,-2
sp|Q6YP21|KAT3_HUMAN,Q6YP21,2,0,-2
sp|Q9BYG5|PAR6B_HUMAN,Q9BYG5,2,0,-2
sp|Q9HBH5|RDH14_HUMAN,Q9HBH5,2,0,-2
sp|O43181|NDUS4_HUMAN,O43181,2,0,-2
sp|O75911|DHRS3_HUMAN,O75911,2,0,-2
sp|P40199|CEAM6_HUMAN,P40199,2,0,-2
sp|Q96GG9|DCNL1_HUMAN,Q96GG9,2,0,-2
sp|O75865|TPC6A_HUMAN,O75865,2,0,-2
sp|Q6QNY0|BL1S3_HUMAN,Q6QNY0,2,0,-2
sp|P39880|CUX1_HUMAN,P39880,2,0,-2
sp|Q9UG63|ABCF2_HUMAN,Q9UG63,2,0,-2
sp|Q9Y3D7|TIM16_HUMAN,Q9Y3D7,2,0,-2
sp|Q9Y6N1|COX11_HUMAN,Q9Y6N1,2,0,-2
sp|Q9UL40|ZN346_HUMAN,Q9UL40,2,0,-2
sp|Q9Y6I9|TX264_HUMAN,Q9Y6I9,2,0,-2
sp|O14773|TPP1_HUMAN,O14773,2,0,-2
sp|P40855|PEX19_HUMAN,P40855,2,0,-2
sp|Q9BPU6|DPYL5_HUMAN,Q9BPU6,2,0,-2
sp|O75695|XRP2_HUMAN,O75695,2,0,-2
sp|Q14012|KCC1A_HUMAN,Q14012,2,0,-2
sp|Q12974|TP4A2_HUMAN,Q12974,2,0,-2
sp|Q9Y5R8|TPPC1_HUMAN,Q9Y5R8,2,0,-2
sp|Q16594|TAF9_HUMAN,Q16594,2,0,-2
sp|Q8IXM3|RM41_HUMAN,Q8IXM3,2,0,-2
sp|Q9Y2P8|RCL1_HUMAN,Q9Y2P8,2,0,-2
sp|P63172|DYLT1_HUMAN,P63172,2,0,-2
sp|Q9Y2Q9|RT28_HUMAN,Q9Y2Q9,2,0,-2
sp|O95749|GGPPS_HUMAN,O95749,2,0,-2
sp|Q9H9A6|LRC40_HUMAN,Q9H9A6,2,0,-2
sp|Q92785|REQU_HUMAN,Q92785,2,0,-2
sp|Q96H20|SNF8_HUMAN,Q96H20,2,0,-2
sp|Q9UHJ6|SHPK_HUMAN,Q9UHJ6,2,0,-2
sp|Q9NPL8|TIDC1_HUMAN,Q9NPL8,2,0,-2
sp|P00966|ASSY_HUMAN,P00966,2,0,-2
sp|P32970|CD70_HUMAN,P32970,2,0,-2
sp|Q9NUM4|T106B_HUMAN,Q9NUM4,2,0,-2
sp|A6NHQ2|FBLL1_HUMAN,A6NHQ2,2,0,-2
sp|P10321|HLAC_HUMAN,P10321,2,0,-2
sp|Q92743|HTRA1_HUMAN,Q92743,2,0,-2
sp|P47224|MSS4_HUMAN,P47224,2,0,-2
sp|Q13625|ASPP2_HUMAN,Q13625,2,0,-2
sp|Q9NPD3|EXOS4_HUMAN,Q9NPD3,2,0,-2
sp|P46934|NEDD4_HUMAN,P46934,2,0,-2
sp|Q8IUE6|H2A2B_HUMAN,Q8IUE6,2,0,-2
sp|P10109|ADX_HUMAN,P10109,2,0,-2
sp|Q9H788|SH24A_HUMAN,Q9H788,2,0,-2
sp|P00749|UROK_HUMAN,P00749,2,0,-2
sp|Q13616|CUL1_HUMAN,Q13616,2,0,-2
sp|Q9BYV8|CEP41_HUMAN,Q9BYV8,2,0,-2
sp|Q9NZ63|TLS1_HUMAN,Q9NZ63,2,0,-2
sp|Q8N4A0|GALT4_HUMAN,Q8N4A0,2,0,-2
sp|Q6UN15|FIP1_HUMAN,Q6UN15,2,0,-2
sp|O95721|SNP29_HUMAN,O95721,2,0,-2
sp|A9QM74|IMA8_HUMAN,A9QM74,2,0,-2
sp|P12074|CX6A1_HUMAN,P12074,2,0,-2
sp|P17302|CXA1_HUMAN,P17302,2,0,-2
sp|P17568|NDUB7_HUMAN,P17568,2,0,-2
sp|P57739|CLD2_HUMAN,P57739,2,0,-2
sp|Q13641|TPBG_HUMAN,Q13641,2,0,-2
sp|Q3MHD2|LSM12_HUMAN,Q3MHD2,2,0,-2
sp|Q8N6H7|ARFG2_HUMAN,Q8N6H7,2,0,-2
sp|Q8NDC0|MISSL_HUMAN,Q8NDC0,2,0,-2
sp|Q9BRT3|MIEN1_HUMAN,Q9BRT3,2,0,-2
sp|Q9NVS9|PNPO_HUMAN,Q9NVS9,2,0,-2
sp|Q9P1F3|ABRAL_HUMAN,Q9P1F3,2,0,-2
sp|Q9UNL2|SSRG_HUMAN,Q9UNL2,2,0,-2
sp|Q9Y4Y9|LSM5_HUMAN,Q9Y4Y9,2,0,-2
sp|Q86U44|MTA70_HUMAN,Q86U44,2,0,-2
sp|Q96ND0|F210A_HUMAN,Q96ND0,2,0,-2
sp|Q9C0E8|LNP_HUMAN,Q9C0E8,2,0,-2
sp|P28907|CD38_HUMAN,P28907,2,0,-2
sp|O94919|ENDD1_HUMAN,O94919,2,0,-2
sp|P20962|PTMS_HUMAN,P20962,2,0,-2
sp|Q14691|PSF1_HUMAN,Q14691,2,0,-2
sp|Q8NEY8|PPHLN_HUMAN,Q8NEY8,2,0,-2
sp|P08174|DAF_HUMAN,P08174,2,0,-2
sp|Q15004|PAF15_HUMAN,Q15004,2,0,-2
sp|A0A0U1RR11|CENL1_HUMAN,A0A0U1RR11,2,0,-2
sp|P29558|RBMS1_HUMAN,P29558,2,0,-2
sp|O60513|B4GT4_HUMAN,O60513,2,0,-2
sp|O60927|PP1RB_HUMAN,O60927,2,0,-2
sp|P17152|TMM11_HUMAN,P17152,2,0,-2
sp|A0AV96|RBM47_HUMAN,A0AV96,3,0,-3
sp|A9UHW6|MI4GD_HUMAN,A9UHW6,3,0,-3
sp|O00422|SAP18_HUMAN,O00422,3,0,-3
sp|O00505|IMA4_HUMAN,O00505,3,0,-3
sp|O14497|ARI1A_HUMAN,O14497,3,0,-3
sp|O14618|CCS_HUMAN,O14618,3,0,-3
sp|O14656|TOR1A_HUMAN,O14656,3,0,-3
sp|O14684|PTGES_HUMAN,O14684,3,0,-3
sp|O14908|GIPC1_HUMAN,O14908,3,0,-3
sp|O14925|TIM23_HUMAN,O14925,3,0,-3
sp|O15014|ZN609_HUMAN,O15014,3,0,-3
sp|O15116|LSM1_HUMAN,O15116,3,0,-3
sp|O15126|SCAM1_HUMAN,O15126,3,0,-3
sp|O15438|MRP3_HUMAN,O15438,3,0,-3
sp|O15439|MRP4_HUMAN,O15439,3,0,-3
sp|O43172|PRP4_HUMAN,O43172,3,0,-3
sp|O43237|DC1L2_HUMAN,O43237,3,0,-3
sp|O43432|IF4G3_HUMAN,O43432,3,0,-3
sp|O43464|HTRA2_HUMAN,O43464,3,0,-3
sp|O43491|E41L2_HUMAN,O43491,3,0,-3
sp|O43493|TGON2_HUMAN,O43493,3,0,-3
sp|O43583|DENR_HUMAN,O43583,3,0,-3
sp|O43598|DNPH1_HUMAN,O43598,3,0,-3
sp|O43617|TPPC3_HUMAN,O43617,3,0,-3
sp|O43633|CHM2A_HUMAN,O43633,3,0,-3
sp|O43663|PRC1_HUMAN,O43663,3,0,-3
sp|O43665|RGS10_HUMAN,O43665,3,0,-3
sp|O43678|NDUA2_HUMAN,O43678,3,0,-3
sp|O43681|GET3_HUMAN,O43681,3,0,-3
sp|O43747|AP1G1_HUMAN,O43747,3,0,-3
sp|O43813|LANC1_HUMAN,O43813,3,0,-3
sp|O60232|ZNRD2_HUMAN,O60232,3,0,-3
sp|O60443|GSDME_HUMAN,O60443,3,0,-3
sp|O60678|ANM3_HUMAN,O60678,3,0,-3
sp|O60762|DPM1_HUMAN,O60762,3,0,-3
sp|O60830|TI17B_HUMAN,O60830,3,0,-3
sp|O75223|GGCT_HUMAN,O75223,3,0,-3
sp|O75312|ZPR1_HUMAN,O75312,3,0,-3
