Protein,Protein ID,Control,Treatment,Difference
sp|Q09666|AHNK_HUMAN,Q09666,169,62,-107
sp|P00352|AL1A1_HUMAN,P00352,220,138,-82
sp|P60709|ACTB_HUMAN,P60709,369,287,-82
sp|P21333|FLNA_HUMAN,P21333,192,123,-69
sp|P06733|ENOA_HUMAN,P06733,134,76,-58
sp|Q9Y490|TLN1_HUMAN,Q9Y490,108,56,-52
sp|P11142|HSP7C_HUMAN,P11142,114,67,-47
sp|P58876|H2B1D_HUMAN,P58876,47,0,-47
sp|P04406|G3P_HUMAN,P04406,143,97,-46
sp|P11413|G6PD_HUMAN,P11413,139,95,-44
sp|P42330|AK1C3_HUMAN,P42330,126,82,-44
sp|Q8IVF2|AHNK2_HUMAN,Q8IVF2,55,14,-41
sp|O60218|AK1BA_HUMAN,O60218,155,116,-39
sp|P29401|TKT_HUMAN,P29401,118,79,-39
sp|P52272|HNRPM_HUMAN,P52272,72,33,-39
sp|P00558|PGK1_HUMAN,P00558,103,65,-38
sp|P07900|HS90A_HUMAN,P07900,108,70,-38
sp|Q06830|PRDX1_HUMAN,Q06830,93,55,-38
sp|P31948|STIP1_HUMAN,P31948,73,36,-37
sp|P09651|ROA1_HUMAN,P09651,65,29,-36
sp|P22626|ROA2_HUMAN,P22626,72,38,-34
sp|P18206|VINC_HUMAN,P18206,73,41,-32
sp|O75369|FLNB_HUMAN,O75369,129,98,-31
sp|P78371|TCPB_HUMAN,P78371,55,26,-29
sp|P14618|KPYM_HUMAN,P14618,143,115,-28
sp|P07355|ANXA2_HUMAN,P07355,182,155,-27
sp|P08238|HS90B_HUMAN,P08238,75,48,-27
sp|P13797|PLST_HUMAN,P13797,46,19,-27
sp|P52895|AK1C2_HUMAN,P52895,59,32,-27
sp|P37802|TAGL2_HUMAN,P37802,48,22,-26
sp|P06744|G6PI_HUMAN,P06744,73,48,-25
sp|P23246|SFPQ_HUMAN,P23246,43,18,-25
sp|P63104|1433Z_HUMAN,P63104,66,41,-25
sp|Q92598|HS105_HUMAN,Q92598,41,16,-25
sp|P67936|TPM4_HUMAN,P67936,49,25,-24
sp|P00338|LDHA_HUMAN,P00338,66,43,-23
sp|P04075|ALDOA_HUMAN,P04075,79,56,-23
sp|P42166|LAP2A_HUMAN,P42166,29,6,-23
sp|P60174|TPIS_HUMAN,P60174,66,43,-23
sp|P62937|PPIA_HUMAN,P62937,72,49,-23
sp|O43707|ACTN4_HUMAN,O43707,112,90,-22
sp|P07737|PROF1_HUMAN,P07737,63,41,-22
sp|P0DMV8|HS71A_HUMAN,P0DMV8,61,39,-22
sp|P15121|ALDR_HUMAN,P15121,55,33,-22
sp|P23528|COF1_HUMAN,P23528,44,22,-22
sp|P49327|FAS_HUMAN,P49327,117,95,-22
sp|Q92945|FUBP2_HUMAN,Q92945,42,20,-22
sp|O14979|HNRDL_HUMAN,O14979,30,9,-21
sp|P48643|TCPE_HUMAN,P48643,44,23,-21
sp|Q14980|NUMA1_HUMAN,Q14980,54,33,-21
sp|Q96AE4|FUBP1_HUMAN,Q96AE4,35,14,-21
sp|P05455|LA_HUMAN,P05455,32,12,-20
sp|P52209|6PGD_HUMAN,P52209,72,52,-20
sp|P09936|UCHL1_HUMAN,P09936,43,24,-19
sp|P22234|PUR6_HUMAN,P22234,29,10,-19
sp|P50395|GDIB_HUMAN,P50395,49,30,-19
sp|P61978|HNRPK_HUMAN,P61978,55,36,-19
sp|P68371|TBB4B_HUMAN,P68371,150,131,-19
sp|Q13573|SNW1_HUMAN,Q13573,19,0,-19
sp|Q14533|KRT81_HUMAN,Q14533,19,0,-19
sp|Q86UP2|KTN1_HUMAN,Q86UP2,35,16,-19
sp|O75874|IDHC_HUMAN,O75874,43,25,-18
sp|Q9UQ80|PA2G4_HUMAN,Q9UQ80,38,20,-18
sp|P09429|HMGB1_HUMAN,P09429,36,19,-17
sp|P35998|PRS7_HUMAN,P35998,31,14,-17
sp|P43490|NAMPT_HUMAN,P43490,34,17,-17
sp|P54577|SYYC_HUMAN,P54577,27,10,-17
sp|P62258|1433E_HUMAN,P62258,45,28,-17
sp|Q68CZ2|TENS3_HUMAN,Q68CZ2,23,6,-17
sp|P04083|ANXA1_HUMAN,P04083,105,89,-16
sp|P09382|LEG1_HUMAN,P09382,40,24,-16
sp|P26599|PTBP1_HUMAN,P26599,31,15,-16
sp|P27816|MAP4_HUMAN,P27816,30,14,-16
sp|Q13838|DX39B_HUMAN,Q13838,18,2,-16
sp|Q15365|PCBP1_HUMAN,Q15365,24,8,-16
sp|Q16555|DPYL2_HUMAN,Q16555,37,21,-16
sp|Q92823|NRCAM_HUMAN,Q92823,17,1,-16
sp|Q9C0C2|TB182_HUMAN,Q9C0C2,27,11,-16
sp|O75475|PSIP1_HUMAN,O75475,21,6,-15
sp|P13639|EF2_HUMAN,P13639,75,60,-15
sp|P30041|PRDX6_HUMAN,P30041,28,13,-15
sp|P34932|HSP74_HUMAN,P34932,43,28,-15
sp|P37837|TALDO_HUMAN,P37837,40,25,-15
sp|P46821|MAP1B_HUMAN,P46821,42,27,-15
sp|P49588|SYAC_HUMAN,P49588,43,28,-15
sp|P55072|TERA_HUMAN,P55072,58,43,-15
sp|Q02790|FKBP4_HUMAN,Q02790,32,17,-15
sp|Q96TA1|NIBA2_HUMAN,Q96TA1,27,12,-15
sp|O14818|PSA7_HUMAN,O14818,25,11,-14
sp|O60271|JIP4_HUMAN,O60271,16,2,-14
sp|O60701|UGDH_HUMAN,O60701,58,44,-14
sp|P09211|GSTP1_HUMAN,P09211,38,24,-14
sp|P12270|TPR_HUMAN,P12270,48,34,-14
sp|P18669|PGAM1_HUMAN,P18669,41,27,-14
sp|P20810|ICAL_HUMAN,P20810,30,16,-14
sp|P23588|IF4B_HUMAN,P23588,19,5,-14
sp|P26038|MOES_HUMAN,P26038,61,47,-14
sp|P30043|BLVRB_HUMAN,P30043,29,15,-14
sp|P38159|RBMX_HUMAN,P38159,32,18,-14
sp|P54727|RD23B_HUMAN,P54727,22,8,-14
sp|P68104|EF1A1_HUMAN,P68104,70,56,-14
sp|Q04637|IF4G1_HUMAN,Q04637,25,11,-14
sp|Q14789|GOGB1_HUMAN,Q14789,18,4,-14
sp|Q8IVT2|MISP_HUMAN,Q8IVT2,16,2,-14
sp|Q8NC51|PAIRB_HUMAN,Q8NC51,22,8,-14
sp|Q8WWM7|ATX2L_HUMAN,Q8WWM7,15,1,-14
sp|Q93052|LPP_HUMAN,Q93052,18,4,-14
sp|Q96HC4|PDLI5_HUMAN,Q96HC4,26,12,-14
sp|P06748|NPM_HUMAN,P06748,51,38,-13
sp|P10809|CH60_HUMAN,P10809,111,98,-13
sp|P14866|HNRPL_HUMAN,P14866,36,23,-13
sp|P15531|NDKA_HUMAN,P15531,31,18,-13
sp|P15559|NQO1_HUMAN,P15559,41,28,-13
sp|P17844|DDX5_HUMAN,P17844,41,28,-13
sp|P26639|SYTC_HUMAN,P26639,29,16,-13
sp|P27824|CALX_HUMAN,P27824,35,22,-13
sp|P40925|MDHC_HUMAN,P40925,28,15,-13
sp|P49721|PSB2_HUMAN,P49721,16,3,-13
sp|P51991|ROA3_HUMAN,P51991,24,11,-13
sp|Q13263|TIF1B_HUMAN,Q13263,29,16,-13
sp|Q14157|UBP2L_HUMAN,Q14157,19,6,-13
sp|Q15459|SF3A1_HUMAN,Q15459,23,10,-13
sp|Q15691|MARE1_HUMAN,Q15691,23,10,-13
sp|Q15819|UB2V2_HUMAN,Q15819,13,0,-13
sp|Q3LXA3|TKFC_HUMAN,Q3LXA3,16,3,-13
sp|Q8TAQ2|SMRC2_HUMAN,Q8TAQ2,18,5,-13
sp|Q9Y520|PRC2C_HUMAN,Q9Y520,13,0,-13
sp|O43390|HNRPR_HUMAN,O43390,36,24,-12
sp|P05198|IF2A_HUMAN,P05198,21,9,-12
sp|P07951|TPM2_HUMAN,P07951,18,6,-12
sp|P09960|LKHA4_HUMAN,P09960,28,16,-12
sp|P31942|HNRH3_HUMAN,P31942,19,7,-12
sp|P46783|RS10_HUMAN,P46783,25,13,-12
sp|P49368|TCPG_HUMAN,P49368,42,30,-12
sp|P61158|ARP3_HUMAN,P61158,27,15,-12
sp|Q01469|FABP5_HUMAN,Q01469,25,13,-12
sp|Q01581|HMCS1_HUMAN,Q01581,19,7,-12
sp|Q07157|ZO1_HUMAN,Q07157,19,7,-12
sp|Q07866|KLC1_HUMAN,Q07866,14,2,-12
sp|Q13596|SNX1_HUMAN,Q13596,18,6,-12
sp|Q14103|HNRPD_HUMAN,Q14103,28,16,-12
sp|Q15424|SAFB1_HUMAN,Q15424,15,3,-12
sp|Q16851|UGPA_HUMAN,Q16851,20,8,-12
sp|Q8WUM4|PDC6I_HUMAN,Q8WUM4,39,27,-12
sp|Q99615|DNJC7_HUMAN,Q99615,23,11,-12
sp|O14745|NHRF1_HUMAN,O14745,12,1,-11
sp|O75116|ROCK2_HUMAN,O75116,14,3,-11
sp|P09104|ENOG_HUMAN,P09104,16,5,-11
sp|P0DP23|CALM1_HUMAN,P0DP23,34,23,-11
sp|P13489|RINI_HUMAN,P13489,31,20,-11
sp|P21291|CSRP1_HUMAN,P21291,18,7,-11
sp|P22061|PIMT_HUMAN,P22061,14,3,-11
sp|P27695|APEX1_HUMAN,P27695,21,10,-11
sp|P30838|AL3A1_HUMAN,P30838,105,94,-11
sp|P31946|1433B_HUMAN,P31946,23,12,-11
sp|P50991|TCPD_HUMAN,P50991,35,24,-11
sp|P52292|IMA1_HUMAN,P52292,18,7,-11
sp|P52594|AGFG1_HUMAN,P52594,11,0,-11
sp|P53396|ACLY_HUMAN,P53396,68,57,-11
sp|P62140|PP1B_HUMAN,P62140,15,4,-11
sp|P62333|PRS10_HUMAN,P62333,26,15,-11
sp|P62979|RS27A_HUMAN,P62979,47,36,-11
sp|Q14914|PTGR1_HUMAN,Q14914,24,13,-11
sp|Q15181|IPYR_HUMAN,Q15181,19,8,-11
sp|Q15942|ZYX_HUMAN,Q15942,11,0,-11
sp|Q16401|PSMD5_HUMAN,Q16401,15,4,-11
sp|Q8N163|CCAR2_HUMAN,Q8N163,20,9,-11
sp|Q96FW1|OTUB1_HUMAN,Q96FW1,18,7,-11
sp|Q9BQE3|TBA1C_HUMAN,Q9BQE3,78,67,-11
sp|Q9UHD8|SEPT9_HUMAN,Q9UHD8,25,14,-11
sp|Q9ULC4|MCTS1_HUMAN,Q9ULC4,11,0,-11
sp|Q9UNF0|PACN2_HUMAN,Q9UNF0,16,5,-11
sp|Q9Y266|NUDC_HUMAN,Q9Y266,17,6,-11
sp|O60506|HNRPQ_HUMAN,O60506,21,11,-10
sp|O95817|BAG3_HUMAN,O95817,10,0,-10
sp|P00390|GSHR_HUMAN,P00390,31,21,-10
sp|P00441|SODC_HUMAN,P00441,14,4,-10
sp|P04792|HSPB1_HUMAN,P04792,38,28,-10
sp|P07814|SYEP_HUMAN,P07814,32,22,-10
sp|P08758|ANXA5_HUMAN,P08758,33,23,-10
sp|P10599|THIO_HUMAN,P10599,28,18,-10
sp|P11940|PABP1_HUMAN,P11940,41,31,-10
sp|P14550|AK1A1_HUMAN,P14550,25,15,-10
sp|P15311|EZRI_HUMAN,P15311,27,17,-10
sp|P17174|AATC_HUMAN,P17174,16,6,-10
sp|P17980|PRS6A_HUMAN,P17980,26,16,-10
sp|P20290|BTF3_HUMAN,P20290,11,1,-10
sp|P25786|PSA1_HUMAN,P25786,24,14,-10
sp|P27348|1433T_HUMAN,P27348,39,29,-10
sp|P39019|RS19_HUMAN,P39019,25,15,-10
sp|P39687|AN32A_HUMAN,P39687,19,9,-10
sp|P48637|GSHB_HUMAN,P48637,15,5,-10
sp|P49915|GUAA_HUMAN,P49915,21,11,-10
sp|P50570|DYN2_HUMAN,P50570,19,9,-10
sp|P62195|PRS8_HUMAN,P62195,21,11,-10
sp|P68036|UB2L3_HUMAN,P68036,10,0,-10
sp|P82979|SARNP_HUMAN,P82979,15,5,-10
sp|Q00341|VIGLN_HUMAN,Q00341,16,6,-10
sp|Q02952|AKA12_HUMAN,Q02952,11,1,-10
sp|Q06323|PSME1_HUMAN,Q06323,18,8,-10
sp|Q13283|G3BP1_HUMAN,Q13283,22,12,-10
sp|Q13435|SF3B2_HUMAN,Q13435,19,9,-10
sp|Q13561|DCTN2_HUMAN,Q13561,18,8,-10
sp|Q14847|LASP1_HUMAN,Q14847,23,13,-10
sp|Q96PK6|RBM14_HUMAN,Q96PK6,21,11,-10
sp|Q99497|PARK7_HUMAN,Q99497,26,16,-10
sp|Q9BWD1|THIC_HUMAN,Q9BWD1,17,7,-10
sp|Q9HC38|GLOD4_HUMAN,Q9HC38,19,9,-10
sp|Q9NZU5|LMCD1_HUMAN,Q9NZU5,10,0,-10
sp|Q9UBT2|SAE2_HUMAN,Q9UBT2,20,10,-10
sp|Q9UL46|PSME2_HUMAN,Q9UL46,17,7,-10
sp|Q9UNZ2|NSF1C_HUMAN,Q9UNZ2,19,9,-10
sp|A0MZ66|SHOT1_HUMAN,A0MZ66,9,0,-9
sp|O00429|DNM1L_HUMAN,O00429,15,6,-9
sp|O14776|TCRG1_HUMAN,O14776,14,5,-9
sp|O60749|SNX2_HUMAN,O60749,12,3,-9
sp|O60763|USO1_HUMAN,O60763,19,10,-9
sp|O75083|WDR1_HUMAN,O75083,37,28,-9
sp|O75531|BAF_HUMAN,O75531,17,8,-9
sp|O95433|AHSA1_HUMAN,O95433,13,4,-9
sp|P00491|PNPH_HUMAN,P00491,14,5,-9
sp|P07602|SAP_HUMAN,P07602,15,6,-9
sp|P07942|LAMB1_HUMAN,P07942,18,9,-9
sp|P11717|MPRI_HUMAN,P11717,11,2,-9
sp|P13693|TCTP_HUMAN,P13693,20,11,-9
sp|P15428|PGDH_HUMAN,P15428,14,5,-9
sp|P15927|RFA2_HUMAN,P15927,9,0,-9
sp|P16949|STMN1_HUMAN,P16949,18,9,-9
sp|P23193|TCEA1_HUMAN,P23193,17,8,-9
sp|P28838|AMPL_HUMAN,P28838,20,11,-9
sp|P31943|HNRH1_HUMAN,P31943,36,27,-9
sp|P35241|RADI_HUMAN,P35241,19,10,-9
sp|P38646|GRP75_HUMAN,P38646,80,71,-9
sp|P40227|TCPZ_HUMAN,P40227,31,22,-9
sp|P40926|MDHM_HUMAN,P40926,55,46,-9
sp|P43243|MATR3_HUMAN,P43243,25,16,-9
sp|P43686|PRS6B_HUMAN,P43686,19,10,-9
sp|P48163|MAOX_HUMAN,P48163,18,9,-9
sp|P49321|NASP_HUMAN,P49321,18,9,-9
sp|P49757|NUMB_HUMAN,P49757,9,0,-9
sp|P53992|SC24C_HUMAN,P53992,11,2,-9
sp|P60842|IF4A1_HUMAN,P60842,42,33,-9
sp|P61289|PSME3_HUMAN,P61289,20,11,-9
sp|P62328|TYB4_HUMAN,P62328,24,15,-9
sp|P62826|RAN_HUMAN,P62826,32,23,-9
sp|Q14244|MAP7_HUMAN,Q14244,9,0,-9
sp|Q14974|IMB1_HUMAN,Q14974,31,22,-9
sp|Q15717|ELAV1_HUMAN,Q15717,20,11,-9
sp|Q16658|FSCN1_HUMAN,Q16658,19,10,-9
sp|Q16891|MIC60_HUMAN,Q16891,44,35,-9
sp|Q53FA7|QORX_HUMAN,Q53FA7,15,6,-9
sp|Q6IBS0|TWF2_HUMAN,Q6IBS0,9,0,-9
sp|Q8WX93|PALLD_HUMAN,Q8WX93,14,5,-9
sp|Q96KR1|ZFR_HUMAN,Q96KR1,9,0,-9
sp|Q99439|CNN2_HUMAN,Q99439,9,0,-9
sp|Q99543|DNJC2_HUMAN,Q99543,9,0,-9
sp|Q99733|NP1L4_HUMAN,Q99733,15,6,-9
sp|Q9BXP5|SRRT_HUMAN,Q9BXP5,14,5,-9
sp|Q9GZZ1|NAA50_HUMAN,Q9GZZ1,10,1,-9
sp|Q9H6S3|ES8L2_HUMAN,Q9H6S3,13,4,-9
sp|Q9UDT6|CLIP2_HUMAN,Q9UDT6,11,2,-9
sp|Q9UMS4|PRP19_HUMAN,Q9UMS4,16,7,-9
sp|O00303|EIF3F_HUMAN,O00303,14,6,-8
sp|O00410|IPO5_HUMAN,O00410,19,11,-8
sp|O00629|IMA3_HUMAN,O00629,10,2,-8
sp|O15067|PUR4_HUMAN,O15067,12,4,-8
sp|O15145|ARPC3_HUMAN,O15145,11,3,-8
sp|O15294|OGT1_HUMAN,O15294,11,3,-8
sp|O43291|SPIT2_HUMAN,O43291,10,2,-8
sp|O60493|SNX3_HUMAN,O60493,9,1,-8
sp|O75347|TBCA_HUMAN,O75347,18,10,-8
sp|O75976|CBPD_HUMAN,O75976,12,4,-8
sp|O94992|HEXI1_HUMAN,O94992,9,1,-8
sp|P00492|HPRT_HUMAN,P00492,15,7,-8
sp|P07195|LDHB_HUMAN,P07195,41,33,-8
sp|P07339|CATD_HUMAN,P07339,26,18,-8
sp|P09012|SNRPA_HUMAN,P09012,15,7,-8
sp|P11766|ADHX_HUMAN,P11766,13,5,-8
sp|P12814|ACTN1_HUMAN,P12814,28,20,-8
sp|P12955|PEPD_HUMAN,P12955,14,6,-8
sp|P14923|PLAK_HUMAN,P14923,35,27,-8
sp|P21399|ACOHC_HUMAN,P21399,19,11,-8
sp|P22392|NDKB_HUMAN,P22392,15,7,-8
sp|P25787|PSA2_HUMAN,P25787,14,6,-8
sp|P28066|PSA5_HUMAN,P28066,15,7,-8
sp|P29692|EF1D_HUMAN,P29692,29,21,-8
sp|P30086|PEBP1_HUMAN,P30086,24,16,-8
sp|P30153|2AAA_HUMAN,P30153,24,16,-8
sp|P35637|FUS_HUMAN,P35637,15,7,-8
sp|P39748|FEN1_HUMAN,P39748,13,5,-8
sp|P48147|PPCE_HUMAN,P48147,10,2,-8
sp|P49589|SYCC_HUMAN,P49589,11,3,-8
sp|P50238|CRIP1_HUMAN,P50238,14,6,-8
sp|P61088|UBE2N_HUMAN,P61088,15,7,-8
sp|P61254|RL26_HUMAN,P61254,8,0,-8
sp|P63208|SKP1_HUMAN,P63208,14,6,-8
sp|Q04760|LGUL_HUMAN,Q04760,19,11,-8
sp|Q08752|PPID_HUMAN,Q08752,8,0,-8
sp|Q12905|ILF2_HUMAN,Q12905,20,12,-8
sp|Q12906|ILF3_HUMAN,Q12906,32,24,-8
sp|Q12929|EPS8_HUMAN,Q12929,8,0,-8
sp|Q13442|HAP28_HUMAN,Q13442,10,2,-8
sp|Q14444|CAPR1_HUMAN,Q14444,13,5,-8
sp|Q15233|NONO_HUMAN,Q15233,36,28,-8
sp|Q15637|SF01_HUMAN,Q15637,9,1,-8
sp|Q16576|RBBP7_HUMAN,Q16576,17,9,-8
sp|Q5JWF2|GNAS1_HUMAN,Q5JWF2,8,0,-8
sp|Q6PUV4|CPLX2_HUMAN,Q6PUV4,11,3,-8
sp|Q71UM5|RS27L_HUMAN,Q71UM5,10,2,-8
sp|Q7L1Q6|5MP2_HUMAN,Q7L1Q6,17,9,-8
sp|Q7Z6Z7|HUWE1_HUMAN,Q7Z6Z7,21,13,-8
sp|Q8IWX8|CHERP_HUMAN,Q8IWX8,10,2,-8
sp|Q96A49|SYAP1_HUMAN,Q96A49,8,0,-8
sp|Q9BYJ9|YTHD1_HUMAN,Q9BYJ9,8,0,-8
sp|Q9BZZ5|API5_HUMAN,Q9BZZ5,9,1,-8
sp|Q9NTZ6|RBM12_HUMAN,Q9NTZ6,10,2,-8
sp|Q9NYL9|TMOD3_HUMAN,Q9NYL9,15,7,-8
sp|Q9UJU6|DBNL_HUMAN,Q9UJU6,15,7,-8
sp|Q9UKV3|ACINU_HUMAN,Q9UKV3,15,7,-8
sp|Q9Y224|RTRAF_HUMAN,Q9Y224,16,8,-8
sp|Q9Y570|PPME1_HUMAN,Q9Y570,9,1,-8
sp|Q9Y617|SERC_HUMAN,Q9Y617,19,11,-8
sp|Q9Y6G9|DC1L1_HUMAN,Q9Y6G9,8,0,-8
sp|O14737|PDCD5_HUMAN,O14737,12,5,-7
sp|O14964|HGS_HUMAN,O14964,13,6,-7
sp|O15347|HMGB3_HUMAN,O15347,11,4,-7
sp|O60256|KPRB_HUMAN,O60256,7,0,-7
sp|O76003|GLRX3_HUMAN,O76003,13,6,-7
sp|O94826|TOM70_HUMAN,O94826,21,14,-7
sp|O95630|STABP_HUMAN,O95630,7,0,-7
sp|P04632|CPNS1_HUMAN,P04632,17,10,-7
sp|P05556|ITB1_HUMAN,P05556,34,27,-7
sp|P06703|S10A6_HUMAN,P06703,19,12,-7
sp|P08865|RSSA_HUMAN,P08865,26,19,-7
sp|P09496|CLCA_HUMAN,P09496,16,9,-7
sp|P09601|HMOX1_HUMAN,P09601,16,9,-7
sp|P0CG39|POTEJ_HUMAN,P0CG39,8,1,-7
sp|P11216|PYGB_HUMAN,P11216,27,20,-7
sp|P12429|ANXA3_HUMAN,P12429,27,20,-7
sp|P14868|SYDC_HUMAN,P14868,27,20,-7
sp|P16152|CBR1_HUMAN,P16152,28,21,-7
sp|P22314|UBA1_HUMAN,P22314,38,31,-7
sp|P24752|THIL_HUMAN,P24752,26,19,-7
sp|P25325|THTM_HUMAN,P25325,15,8,-7
sp|P25398|RS12_HUMAN,P25398,24,17,-7
sp|P25788|PSA3_HUMAN,P25788,19,12,-7
sp|P34949|MPI_HUMAN,P34949,7,0,-7
sp|P35270|SPRE_HUMAN,P35270,16,9,-7
sp|P41091|IF2G_HUMAN,P41091,23,16,-7
sp|P46108|CRK_HUMAN,P46108,7,0,-7
sp|P46379|BAG6_HUMAN,P46379,9,2,-7
sp|P48739|PIPNB_HUMAN,P48739,11,4,-7
sp|P49411|EFTU_HUMAN,P49411,40,33,-7
sp|P49773|HINT1_HUMAN,P49773,14,7,-7
sp|P50502|F10A1_HUMAN,P50502,18,11,-7
sp|P50552|VASP_HUMAN,P50552,16,9,-7
sp|P52565|GDIR1_HUMAN,P52565,22,15,-7
sp|P53367|ARFP1_HUMAN,P53367,10,3,-7
sp|P54920|SNAA_HUMAN,P54920,17,10,-7
sp|P55884|EIF3B_HUMAN,P55884,22,15,-7
sp|P61163|ACTZ_HUMAN,P61163,11,4,-7
sp|P61970|NTF2_HUMAN,P61970,11,4,-7
sp|P62244|RS15A_HUMAN,P62244,18,11,-7
sp|P62316|SMD2_HUMAN,P62316,12,5,-7
sp|P62841|RS15_HUMAN,P62841,9,2,-7
sp|P62993|GRB2_HUMAN,P62993,10,3,-7
sp|P63173|RL38_HUMAN,P63173,14,7,-7
sp|P63220|RS21_HUMAN,P63220,13,6,-7
sp|P63241|IF5A1_HUMAN,P63241,24,17,-7
sp|P69849|NOMO3_HUMAN,P69849,14,7,-7
sp|P78344|IF4G2_HUMAN,P78344,12,5,-7
