gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
CLD11	-0.5535328350449834	14.017501779711992	-4.481845967248072	6.464394785316049e-4	0.005172180889444744	-1.4711975174477017
ACSS3	-0.31989184523343767	15.544519047882986	-4.476405819923965	6.528410393476754e-4	0.00520732796205833	-1.4813798987881759
ANO6	-0.34287929253248056	14.567870364946915	-4.456753141276764	6.765194944747808e-4	0.00534419463853829	-1.518187231667687
AT2B1	-0.2760059057742002	14.811314743446795	-4.453131462319332	6.80979282360853e-4	0.005371172290994273	-1.5249741837272799
CRDL2	-0.796446241964512	14.46380126965797	-4.444311456282738	6.919682380668198e-4	0.00544240281503721	-1.5415077861115254
PPCEL	-0.37029875348782804	14.76514131186251	-4.443867228824192	6.925265420974588e-4	0.00544240281503721	-1.5423407061070078
HDAC7	-0.2756979011131023	14.393264972215972	-4.44329637411572	6.932446761246194e-4	0.00544240281503721	-1.5434110770910108
CAH13	-0.5069903177730325	12.080348565584654	-4.443086240344613	6.935092181692008e-4	0.00544240281503721	-1.5438050922592526
PHIP	-0.416923514497128	14.377348315266364	-4.436864091950604	7.013899926138748e-4	0.005482120575435281	-1.5554738889145678
EIF3J	-0.4442499147156756	15.549914566880366	-4.436026441869032	7.024579958800284e-4	0.005484955656585321	-1.5570450601294574
EAA2	-4.815595709179797	9.986898827795503	-4.417809123566378	7.26106436455489e-4	0.005646929756314338	-1.5912309521011991
ATG7	-0.41968108186656583	14.956935019764868	-4.413253845097115	7.321476286552564e-4	0.005679481825251044	-1.5997839192802061
SREC2	-0.34356020753011196	14.542851675261717	-4.413002106202001	7.324829973931847e-4	0.005679481825251044	-1.600256637592314
CC71L	-0.5524175332925993	11.367895072221568	-4.408415373572231	7.386214095180713e-4	0.005721373208986096	-1.6088706593226476
MTMRC	-0.2671133179423119	12.371620193389084	-4.404867509387138	7.434060211080546e-4	0.00574698670592181	-1.6155349529234266
SPY1	-0.6153592562083052	11.374272317262134	-4.403659782164722	7.450420595370668e-4	0.005751887023539717	-1.6178038005130366
KCD12	-0.3449980016870026	15.96122390854335	-4.394434796693075	7.576622231994808e-4	0.005832066115048677	-1.6351382468546776
PLOD3	-0.21396148205734636	16.954480152794204	-4.3904424281224355	7.6319235521477e-4	0.005859177637221389	-1.6426425601993024
TLR3	-0.9385541845852303	11.08780072541581	-4.383164027075273	7.733819745686443e-4	0.005925706025832854	-1.656327146488005
ADDA	-0.2618905017691578	15.804631820521417	-4.377191779793845	7.818481147994499e-4	0.005969164376601098	-1.6675594398908657
NOP2	-0.2724397667059705	15.115564340250005	-4.375905795633506	7.836836147658339e-4	0.005975203403954794	-1.6699784623681104
WDR59	-0.4496218712577016	12.944107372031786	-4.373376022300152	7.873074129697173e-4	0.005991085861707918	-1.6747375586878768
KS6A4	-0.24670697768305708	13.256549614140603	-4.363385474206538	8.0178874209295e-4	0.006077496147423852	-1.693537580645863
NECD	-0.33617585747563544	13.361232828394922	-4.362743367322283	8.027288507364837e-4	0.006078697441263519	-1.6947461820423246
SULF2	-0.2663880719526565	14.441936682793695	-4.362067067319202	8.03720254540739e-4	0.00608028445482814	-1.6960191818714714
MED17	-0.2767864909850331	12.06213687546617	-4.359241548018895	8.078759679040313e-4	0.006103292621240497	-1.701338086792953
DDX56	-0.27858086707416474	15.253047595456158	-4.358932974175855	8.083311559570159e-4	0.006103292621240497	-1.7019190041344316
TBL1R	-0.33239089808278893	14.559248383008024	-4.347673495120434	8.251231408162012e-4	0.006218006459425966	-1.7231215745099089
NOM1	-0.39709294575948245	13.920258919183421	-4.3313103294770405	8.501722545734448e-4	0.006379510728268084	-1.7539541514077177
CO5A2	-0.40340423576543744	14.33427231951658	-4.330999178566402	8.506561174249714e-4	0.006379510728268084	-1.7545406629165452
NEB2	-0.22773365084682445	14.786945569336238	-4.3246172202837565	8.606435924564603e-4	0.006435793479359512	-1.7665722905301937
PCDGK	-0.3079813587744592	15.205267746199299	-4.321396395089611	8.657299866164364e-4	0.006456794367787592	-1.7726456709353338
EMD	-0.28019661128831447	17.60733219736736	-4.317959889926463	8.71191262163407e-4	0.006489707323606145	-1.7791267076194304
CO4A1	-0.5551476373959577	16.409288374062598	-4.312414378481542	8.800793727875633e-4	0.006537132074659865	-1.7895872765063903
PARD3	-0.22287690231098867	13.730451749972936	-4.3002132854716155	8.999662325856427e-4	0.006641308194709078	-1.8126113225440461
RUVB1	-0.3202482711631447	17.106952494673905	-4.296830424194791	9.055618504324564e-4	0.006675407119254231	-1.818997113082009
DHRSX	-0.6929010825181401	13.236675580230058	-4.293179961310922	9.116404499845955e-4	0.006713852063949052	-1.8258891025621553
SEPT2	-0.2357581791729465	17.864919102557565	-4.284772808696294	9.258005588035635e-4	0.0067947019600444235	-1.8417657388684692
DHRS1	-0.6231888552039379	14.335659264402585	-4.284704477973117	9.259165740261655e-4	0.0067947019600444235	-1.8418948027184436
S22AN	-0.42910502951920454	13.4436664109184	-4.284588558950697	9.261134213253297e-4	0.0067947019600444235	-1.8421137527550133
DDX17	-0.18870471160955574	16.941760200527046	-4.2707455463390485	9.499344664474951e-4	0.006923749152354423	-1.868268475343097
NHRF2	-0.2815324970292718	13.649982586538698	-4.263587870318396	9.624986933904099e-4	0.007002200503739212	-1.8817980610005254
SIAS	-0.3321053720958327	15.285623883769846	-4.261995696894347	9.65316771258239e-4	0.007016138813154509	-1.88480817262458
AAKB2	-0.24509134094441007	12.837757957639079	-4.253057402109888	9.812960971196068e-4	0.007118973644868641	-1.9017103369766337
SPB6	-0.3449041020337579	17.892235217974033	-4.231724631986551	0.001020546631241609	0.007359277722021487	-1.9420754431695082
ZFX;ZFY	-0.395708676838921	12.594170146724775	-4.230771080836721	0.0010223384635246963	0.007361783547066262	-1.943880538885936
CUL4B	-0.27887803691072033	16.131557835417148	-4.228761141348338	0.0010261260125069426	0.007374051803996231	-1.9476856315757773
R3HD2	-0.4123431030713756	12.394893902349482	-4.228358374216635	0.0010268867305809333	0.007374051803996231	-1.9484481624528378
DCA16	-0.5178636951795712	12.346126292000541	-4.217741437316244	0.0010471504975711932	0.007485008657730855	-1.9685529181753987
2A5B	-0.32435094500084116	13.228810757566427	-4.217017371546116	0.0010485474085642052	0.0074881112914635655	-1.969924355904344
OXYR	-0.744422448127371	11.432250308402363	-4.2164473444103825	0.0010496484914432616	0.007489097539407565	-1.9710040601198058
ALDR	-0.3389652021089232	17.686378052567957	-4.211130339117974	0.0010599766245962484	0.0075489360892719995	-1.9810763250040822
APEX1	-0.25144344227681337	17.26624162769765	-4.189942395430721	0.0011021859383146709	0.007813764851661983	-2.0212346045195826
T22D1	-0.3113042214039485	15.082971495502752	-4.1875511859258	0.001107057202055276	0.00782944205748337	-2.025768827577287
H15	-0.3042296644053294	18.793569147624197	-4.187279803935426	0.001107611450040436	0.00782944205748337	-2.026283449793553
BBS4	-0.4423563931569237	14.342730883366354	-4.186882057987457	0.001108424290251921	0.00782944205748337	-2.027037705938854
ATE1	-0.3874694662062443	13.781670268452354	-4.1852521144127595	0.001111761699708856	0.007845889962464403	-2.0301287313467675
MOES	-0.30426339899495575	20.674330325513903	-4.184506277498171	0.0011132922999625052	0.007849568646245152	-2.031543201120403
TARA	-0.29012937021383217	16.163113562001847	-4.179401647154526	0.0011238264659352085	0.007909500837627254	-2.0412251477716365
FBX2	-0.6977355081996741	12.356781174083432	-4.177791231971188	0.0011271710783488308	0.00792586751927564	-2.0442800115126207
TEN3	-0.2810661195139367	14.590807972583452	-4.172000555200798	0.0011392825453987825	0.00798602178578423	-2.0552661299475092
PHYD1	-0.3739826433794637	12.75897185340085	-4.167476886791086	0.0011488372863475886	0.008041861004433121	-2.0638501407664016
UNKL	-0.5921197814328256	11.123245934379678	-4.162595615712239	0.0011592400293204041	0.008100098569653892	-2.073114364085769
MA2C1	-0.32416429638162536	13.607494548021618	-4.16186696998488	0.0011608011928889773	0.008103726101523857	-2.0744974144738624
NINL	-0.5748354250880394	12.673392729034992	-4.1599104828164775	0.001165003802693571	0.008125770917980182	-2.0782112296648014
FPRP	-0.1954258296778642	16.470628633144997	-4.150598690448835	0.0011852218428822444	0.008251987710022574	-2.0958906158643416
OSB10	-0.2760196805863332	13.9696367159821	-4.13888358624608	0.001211172603974887	0.008395088539316128	-2.1181415094350085
MTAP	-0.47196708768562096	15.126340742390221	-4.132792114818182	0.0012248967449772059	0.008460055049456244	-2.1297149790841123
RDH5	-0.924419525546921	11.106797404863666	-4.126401749238751	0.001239466539262391	0.00854550645021597	-2.1418590469265695
PTPRS	-0.3699780385382537	12.672562702197464	-4.124481526472747	0.0012438793578309062	0.00856833460217091	-2.145508723076362
FKBP5	-0.3472442272829161	15.100194822468092	-4.12373615244756	0.0012455966402734335	0.008571579606632284	-2.1469254869907077
JAK2	-0.5044219106038464	11.750625377631764	-4.121555583506384	0.0012506345295175362	0.008592035985916855	-2.1510704009962724
GA2L1	-0.504613493915923	11.561449649372339	-4.114980188113891	0.001265953432650142	0.008681939899224122	-2.1635711064344143
TAD2B	-0.2289148066037746	14.967338132129962	-4.1111140446715435	0.00127505056953043	0.008729213850197497	-2.170922505018086
SDSL	-0.3358765018439984	15.429225514993057	-4.092754230299694	0.0013191792433662132	0.008975727887715695	-2.2058467405603173
RNZ2	-0.21116656683860985	14.177563238383826	-4.090451631751276	0.0013248235215802206	0.009006252209203999	-2.210228311879966
MY18A	-0.2670374070878962	14.248040320184083	-4.085966874832463	0.0013358882950390862	0.009073048522382943	-2.2187632468221103
ICAM1	-0.509174698583208	13.293997026151033	-4.080320972730152	0.0013499531778680266	0.009121273557149994	-2.2295097776423196
RGL2	-0.29981282858629416	12.941845088011071	-4.078947640239663	0.001353397357478582	0.009136606987075462	-2.2321241133976892
IP3KB	-0.305694241250493	12.904060888177195	-4.073381892629642	0.0013674485113997616	0.009215465401348306	-2.2427205293286905
AN32B	-0.27489197211104993	16.991020814090543	-4.062399790841917	0.0013956155237331079	0.009372799592463194	-2.263634604082652
ADDG	-0.24915856252187976	15.211665721678507	-4.056312053421418	0.001411485810059424	0.009471203748776651	-2.2752311610886977
ACOX3	-0.36091362126653725	14.669730375548884	-4.052581439499396	0.0014213028439759496	0.009528855360000829	-2.2823387400672708
GGCT	-0.31092761993633206	15.043389018280664	-4.042834998697686	0.0014472830637028847	0.009686334239601836	-2.300911656169074
SPY4	-0.4101097298957665	13.931607341985103	-4.0397146424073975	0.0014557034976672492	0.009725950258898795	-2.3068590388048955
E41L2	-0.22334883664930696	15.878901724462109	-4.038856109337399	0.001458029113715925	0.009733126538513947	-2.308495499649367
WDR91	-0.23148683474870538	13.615939719746505	-4.032362422555275	0.0014757435223085647	0.009826076517974064	-2.320874606995746
RGS10	-0.5876330711297372	12.976014240715273	-4.028030616073545	0.0014876833084859105	0.00989710272890926	-2.3291338318545556
MP2K3	-0.24336833446130324	14.224703945060211	-4.024078966596131	0.0014986618520189466	0.00995311120679022	-2.336669182559165
CMC1	-0.4000251021644457	14.776048066097923	-4.023287867038778	0.0015008696822428427	0.009959269213995382	-2.338177828791734
B2MG	-0.3800795211399559	16.00847387766231	-4.019010819561901	0.001512864241015659	0.010030302815327179	-2.3463348862663063
GPSM1	-0.2687602272704725	13.882273932092463	-4.014752520659805	0.001524904085820487	0.010092918362064619	-2.3544572262077628
RWDD1	-0.4391421372072357	13.569677011275918	-3.9982930137478476	0.0015723746132319547	0.01037180438261655	-2.3858619293520116
CNEP1	-0.5585752743852587	13.088595095084532	-3.9930809874200395	0.0015877208474415576	0.010455296384888225	-2.3958095957933443
T22D4	-0.3440615248199336	13.667047216778826	-3.98908965304552	0.0015995768241790034	0.010506679866250092	-2.4034284534491954
PCDH9	-0.3634846145201795	12.414560312717661	-3.9753240691008	0.001641168496971631	0.010752626285550442	-2.4297114566949505
FRIH	-0.27419262454913595	17.746497078859452	-3.973843826324907	0.0016457065609243576	0.010773282764569637	-2.43253832357846
EH1L1	-0.3663297921288118	13.744069285324146	-3.97164497624175	0.0016524714900606424	0.010799387208572786	-2.4367377500797094
CAV2	-0.3746205819688484	14.433884067040873	-3.970746977440243	0.0016552424539513708	0.010808413572107314	-2.4384528465189925
ADA10	-0.37240613784165094	14.453847492800488	-3.968184106278649	0.001663176988443778	0.010845376452363402	-2.4433479296610336
GSHB	-0.30251139720073167	16.59267183688423	-3.968018131438465	0.0016636921830615325	0.010845376452363402	-2.4436649533308215
TGM2	-0.3614212262671853	16.828570389077306	-3.967487938956738	0.0016653390258998348	0.010847019769198506	-2.4446776680004643
CYH2	-0.2307529486507912	15.911606101930396	-3.9634296072633024	0.0016780002447778092	0.010902095157591496	-2.4524299230193094
CHD1L	-0.2720909383928162	13.99565093918845	-3.9624604137692274	0.0016810385291869873	0.010912718398570284	-2.4542814090632312
C1QT5	-0.5680541970542745	12.303152170331149	-3.9614576460433284	0.0016841880065052333	0.010914941772159332	-2.456197083922156
IF1AX	-0.30862853108617616	17.11029559226069	-3.96055953834371	0.0016870139091426915	0.010915064202498097	-2.457912861286416
ACSA	-0.36553107359140247	14.418944537135099	-3.956421352538792	0.0017000977349402046	0.010990573636433892	-2.46581913209279
OTUB1	-0.34452776970657284	16.30340325111012	-3.9525368466023427	0.001712474234032787	0.0110613888023862	-2.4732415206312677
EF2K	-0.36258953643956315	13.014767929477681	-3.933780540010432	0.0017735476641125654	0.011389661588607285	-2.509091019010664
ERPG3	-0.4241784593821444	12.714135449830316	-3.9324914314001824	0.0017778263811728608	0.011407719279192523	-2.5115555624228216
VINEX	-0.23864442671040756	14.699621395909583	-3.931390617860925	0.0017814885012795904	0.011421793960800803	-2.5136601828103675
CD276	-0.3250049880684981	15.526455804697497	-3.9304998495987715	0.0017844575172602426	0.011431405363865657	-2.5153632649350763
HS12A	-0.20190287801626647	14.335978065543195	-3.927135450677154	0.001795717229689952	0.01149406822658334	-2.5217960851921086
PIGG	-0.29506306756789485	12.919842879712329	-3.922037425015927	0.001812917915194095	0.011572404806852073	-2.531544668481703
KLHL4	-0.5914306988634948	14.273731613538617	-3.921108873740077	0.0018160689778540058	0.011572404806852073	-2.533320401152224
ALDOC	-0.3296325586370365	16.09788838467213	-3.918338527251037	0.0018255036276372907	0.011617791908457619	-2.538618565334814
NPRL2	-0.46135032627861133	10.29766010312449	-3.917889862077723	0.0018270363160860685	0.011618038781849022	-2.539476651118842
LRA25	-0.2833577797100716	14.389833044769683	-3.9173439212292878	0.0018289030880360257	0.011620407937627591	-2.540520792197669
TICN2	-0.7509362845330452	11.845840094860213	-3.909979748914207	0.0018542758136869072	0.011743243487820096	-2.5546065093111396
RL31	-0.17531760876657637	18.173184714291946	-3.9028625812664326	0.0018791403942118607	0.011881361663240358	-2.568222120115397
VMA5A	-0.357417527362968	15.676015689885565	-3.8997945145699204	0.0018899641596663746	0.011940090389703815	-2.5740922356741436
COBA1	-0.2988819163656694	12.85786893375999	-3.897063191879954	0.0018996536798414488	0.011981838335869383	-2.5793184125978454
CD44	-0.33286092700199604	18.97749663900309	-3.888743764296356	0.0019294821265499638	0.012150269229294793	-2.5952390182590044
FAKD2	-0.3191762836356581	13.26152782027102	-3.8753080977112093	0.0019786712153022183	0.01242982717399463	-2.620956675339867
PLPP6	-0.34991396203662756	13.37400932563493	-3.8670595920264947	0.0020095041365710384	0.012560223800769965	-2.6367491542256376
TAGL3	-0.8110632319389853	12.255260231090405	-3.86673325828246	0.0020107340403701436	0.012560223800769965	-2.6373740057684625
PIGN	-0.5459660338451046	12.312018576962211	-3.866116525657802	0.0020130605198610176	0.012564664255986463	-2.6385549139419124
EOGT	-0.25867699898716134	16.32905400814522	-3.8656216492628412	0.002014929318145371	0.012565974395563475	-2.6395025052238514
PBIR1	-0.5351731294098532	12.408345499379257	-3.8652055517311674	0.0020165019989280206	0.012565974395563475	-2.640299258100339
S27A1	-0.38096441985200824	13.751121522086484	-3.859952605208436	0.0020364644378533868	0.012680211315601113	-2.6503583171139393
RDH13	-0.44713688356527975	13.19320313541167	-3.858521049134228	0.0020419396896680683	0.012700131235799283	-2.6530998473468594
NNMT	-0.4924950711142446	16.254230928060064	-3.8582626245445173	0.002042929687023904	0.012700131235799283	-2.653594757221125
MEGF8	-0.2952349451762896	14.115146972084872	-3.856826217875045	0.0020484413719101505	0.012724224080946677	-2.6563456730504926
TB10A	-0.2622676755012359	13.505529112896221	-3.8472080505961834	0.0020857418770403842	0.012924951854775352	-2.6747678634182153
NSF1C	-0.2184458446293698	16.658979069319287	-3.8457305758072073	0.0020915330072019318	0.01294202240568473	-2.677598066665306
PABP3	-0.586884978148815	13.152767577956949	-3.845572208663291	0.0020921547208254455	0.01294202240568473	-2.6779014346269596
PLEC	-0.2554383140391592	18.981404647115777	-3.8452324868392562	0.002093489030005322	0.01294202240568473	-2.678552208679493
DYL1	-0.5064139123352481	17.28036482604216	-3.8413832969661796	0.002108668280151162	0.013009766356564837	-2.685926055881289
NECT1	-0.9910937767816407	12.821968561908138	-3.8411818496078816	0.0021094657805874064	0.013009766356564837	-2.686311981597533
RS4X	-0.26113469724063393	18.72270640047787	-3.829522683699039	0.002156152458673784	0.013266137398026914	-2.708650767203884
SUCO	-0.20231996363517565	14.222398620738842	-3.826895007558312	0.00216681960596785	0.013321230099297999	-2.713686041337602
BOC	-0.6574107343936187	10.924924687650924	-3.8103259507995424	0.002235337070334012	0.013634679526264794	-2.745442049253189
PCD19	-0.5675687398685417	11.992640105292072	-3.794683403773085	0.0023020562716631813	0.013975871682064451	-2.7754308641968377
XPC	-0.291555680073132	13.244313419831311	-3.786266738014534	0.0023387941408114115	0.01414370298063013	-2.7915699804180827
CDON	-0.324874490357215	12.16793885915408	-3.784828251250262	0.002345132679931872	0.014164023107514594	-2.794328527055055
TRM6	-0.22132270087605074	13.001648820713974	-3.7831359045339066	0.0023526123035028184	0.014188163091890384	-2.797573975278847
IF140	-0.3382909982717021	12.275481322439067	-3.782948168337271	0.0023534435371658216	0.014188163091890384	-2.7979340062498954
MCES	-0.18763877405905638	14.671627948962419	-3.7770135491740144	0.0023798753153902058	0.014325302111292283	-2.8093156674911564
GPT2L	-0.4880486764859963	12.706428019070847	-3.776497993006758	0.0023821857846481865	0.0143281197580889	-2.810304472501519
EFHD1	-0.25220593068812097	13.259097238985095	-3.761708737770142	0.00244944870495635	0.01465335582957349	-2.8386726420108666
SRSF6	-0.19138871020798792	16.081473696707818	-3.7565042350101514	0.002473578027208704	0.014786330759109987	-2.8486571813186554
CTNA2	-0.572886135001027	12.310850317528	-3.753196861374691	0.002489037794610117	0.014859521820339826	-2.8550025701366426
TACC2	-0.3996461126576605	13.380125325840545	-3.7479727209375184	0.002513658412503498	0.014991350823650081	-2.8650259802915325
GPC1	-0.3428170264594736	15.502493269189081	-3.7362194778920905	0.002569962603278942	0.015291965696786787	-2.887579160439702
COPZ2	-0.5377716356445458	12.638850068339401	-3.7353238836973297	0.002574305394070439	0.015304540428956542	-2.8892978484304175
SH3L3	-0.4606518980565051	18.182544716242358	-3.7343059243226384	0.002579250635494356	0.015312085642930998	-2.891251384752385
STK38	-0.27238304849213796	12.893875443116212	-3.716787374063244	0.0026658909509242644	0.015706540852528792	-2.924874541209226
TISD	-0.6260651263833693	13.038579331877326	-3.714640203900354	0.0026767123846711772	0.015758358982276868	-2.928996057507426
NFIC	-0.2756575037592372	12.741775712513995	-3.712600757472166	0.002687032391933171	0.015779452781275807	-2.9329108892314064
SUH	-0.6014301104023007	12.786131694405585	-3.7124622278122863	0.002687734849797636	0.015779452781275807	-2.933176807910103
TXLNG	-0.344836131830969	13.035031251361922	-3.710881472309962	0.002695763837784298	0.015810675238648934	-2.936211222466672
PTBP2	-0.5911015827372238	13.608430778383179	-3.7094061186220952	0.0027032795351702864	0.015830877217635028	-2.9390433555526947
RL6	-0.17533011657600323	18.731929465312668	-3.7077492317073464	0.002711745470238734	0.01586850603615247	-2.94222401950124
HXK2	-0.21902310343313453	14.934898944085585	-3.700499660640738	0.0027491065689961066	0.016038861055575934	-2.9561414103126378
RS13	-0.3235901789537488	17.897003608177226	-3.6907727338877536	0.002800060833761408	0.01627574443738052	-2.9748163322799988
ARSJ	-0.2592513534484578	12.260093662074635	-3.6801778689965032	0.002856658042553017	0.016517642822999862	-2.9951596018947413
TOP3B	-0.29536916023117504	13.005628112685654	-3.675004829774841	0.0028847143378258906	0.016622382131584006	-3.0050930895456087
RL28	-0.21423832066309556	18.45789938747385	-3.674868198640982	0.0028854591587550993	0.016622382131584006	-3.0053554603706303
ANGE1	-0.36012056343776583	11.460408571802443	-3.670329836727585	0.0029103109044033965	0.01672227815376737	-3.014070582078743
SCLY	-0.39286661625279534	13.137276755447662	-3.6701316934968595	0.002911400876970685	0.01672227815376737	-3.0144510885289684
PLPP	-0.4680105467138659	13.548500201700682	-3.6687349446379245	0.002919096104773796	0.016747595768581366	-3.0171333672457914
NMRL1	-0.33801478900049614	13.185528562173882	-3.6681600954266327	0.0029222691857997835	0.016747595768581366	-3.0182373008432792
RBG1L	-0.16143879824598467	13.460968696626843	-3.6674382214019157	0.0029262587982907566	0.016758110953098097	-3.019623586294565
NUA4L	-0.3611007754805499	12.654514466645514	-3.659282560451833	0.002971720325310531	0.01693504676164681	-3.0352862384910626
RHG39	-0.30813007145680255	10.8575118988082	-3.6591619606177805	0.0029723979464636617	0.01693504676164681	-3.035517853309358
AP1S1	-0.4273050565312088	14.218325172867923	-3.6575852581109167	0.002981271544109316	0.0169513822604249	-3.038545966238316
GRAM4	-0.29323240724787963	13.141459292671827	-3.636481954486355	0.003102669687124097	0.01757426231373933	-3.0790786908553516
MYO1D	-0.43729250619220306	12.471556852469769	-3.631254537197016	0.003133510760800989	0.017710256676416635	-3.0891196905374585
RRP44	-0.23996714365537883	13.845996561227373	-3.629910831352599	0.003141488729013596	0.01774245304686909	-3.0917007713657814
LAMC1	-0.22878603894567348	17.047895451170977	-3.622373673851262	0.0031866236494822596	0.017971263322714672	-3.1061789724213984
RL9	-0.5160666282302357	16.296530760214406	-3.6187243758929037	0.003208713303165591	0.0180443191841868	-3.113189128449622
OPHN1	-0.5308207162241642	12.527411721936524	-3.6139756667909277	0.0032376912300140855	0.018175985208802228	-3.12231137309766
DEGS1	-0.293414485731397	15.063574502338389	-3.6129542685609746	0.0032439587848550203	0.018175985208802228	-3.1242734964382786
TKFC	-0.2570855816519948	14.066975595811009	-3.6095098691606573	0.0032651855903678786	0.0182685959253892	-3.130890302317347
DDX3X	-0.1869953711957278	17.194224405496477	-3.608341584467281	0.0032724174155205257	0.018295895212439343	-3.133134635028359
GALK1	-0.250548016510597	14.890059895563903	-3.607296054869307	0.0032789031812642914	0.01831898709819856	-3.1351431569395753
PLCE	-0.30051087037138063	15.000858666790387	-3.605166179756157	0.00329215596493156	0.01835058465377561	-3.1392347904630125
KKCC2	-0.3015664643989953	13.331629715780274	-3.604806403079561	0.0032943999850383056	0.01835058465377561	-3.1399259485382958
PALS2	-0.23557112641254108	14.369331933318467	-3.6044928779071723	0.00329635679070651	0.01835058465377561	-3.1405282546502615
PARN	-0.2063883561611564	13.938895011338861	-3.603226837147563	0.0033042705635414945	0.01836834322563417	-3.1429604230302823
SPRE	-0.34690134058206845	14.017933084614654	-3.601430255688525	0.003315533809773181	0.01841779031329002	-3.146411820131223
RIOK1	-0.2988946105089509	12.783812735184187	-3.600965346563676	0.003318454800643213	0.018420858661386343	-3.1473049560766215
FZD6	-0.8299283382738325	11.807301465186885	-3.5997950094649025	0.003325819533125078	0.018438607060127107	-3.1495532936094683
SYPM	-0.35857110883568477	14.305302052792756	-3.5994365347395587	0.003328078676286125	0.018438607060127107	-3.1502419618178035
SC24D	-0.2982224136350113	15.682628728073647	-3.599327702019961	0.0033287648595111815	0.018438607060127107	-3.150451041226728
AEDO	-0.2980703421365668	13.61249943825535	-3.5949361018762405	0.003356573939351997	0.0185661988096305	-3.158887830910257
CHIP	-0.2235872836963446	16.48557442620276	-3.5911728645310426	0.003380591847166188	0.018663166211095407	-3.166117534122968
NEO1	-0.39988245963254	12.78423225787981	-3.591061696698153	0.0033813039978697994	0.018663166211095407	-3.1663311039636772
UBIP1	-0.4342181298026534	13.004948935436795	-3.5896503648398568	0.0033903583776992104	0.018699870286075716	-3.169042485538757
SEM3A	-0.30906983113902264	12.623588900844595	-3.5870676053756174	0.0034069918933224653	0.018751716882072764	-3.1740043766709185
HNRLL	-0.27021172621236245	14.256269818175301	-3.583339303723923	0.003431149323045218	0.018859158762457223	-3.181167078008575
DP13A	-0.20074759842173623	14.658386359809638	-3.5803049716305617	0.003450938622889039	0.018921422300176596	-3.1869965774577995
CHSS2	-0.26406929317918426	15.36553715340651	-3.579064584234415	0.003459061534458346	0.018937202791420783	-3.189379592566329
ZNT1	-0.2790051742993137	14.665240560239088	-3.575658201664109	0.0034814689433843465	0.019020055758243747	-3.1959239058360156
RPP29	-0.3066384366322064	13.528009688744863	-3.5670908302581057	0.0035384797372039504	0.01931140836227026	-3.212383550943061
KIF7	-0.5730883030057039	13.353159596598392	-3.5654708215393898	0.003549366085059239	0.019344678855462236	-3.2154959216598265
TAOK3	-0.35084949491762074	13.852205264701976	-3.5654433745116103	0.003549550819949159	0.019344678855462236	-3.215548653068323
ERLEC	-0.2170831966659289	15.06049022201715	-3.5648371026104693	0.003553633882890187	0.019350269369348708	-3.2167134266546356
ADPRS	-0.2507836884174565	15.448337132692357	-3.562077090524228	0.003572282120712698	0.019410128162020944	-3.2220159808299895
ROA0	-0.1752076417877408	16.738747235338536	-3.5459563106072953	0.0036832060415665276	0.019899109116668652	-3.2529872061312854
SBP2L	-0.3925217502436786	11.432360730864396	-3.545211461043459	0.003688414905362891	0.019899109116668652	-3.2544181987575875
FXYD6	-1.021265688125832	11.886813205108433	-3.5450330325775896	0.0036896637966100294	0.019899109116668652	-3.2547609923427574
3BP5	-0.32305400651742566	11.517476295377543	-3.5419843331170795	0.0037110692869910824	0.020000683191219438	-3.2606180849902406
SNX15	-0.5328132375760801	12.679800883350369	-3.539248024985335	0.0037303887260719784	0.02007810551219472	-3.2658749929213933
KDM6A	-0.4339191140903016	11.470143025612858	-3.5392184302351186	0.0037305982339104244	0.02007810551219472	-3.265931849267477
OPLA	-0.3438646742604414	12.832845318726111	-3.5380232540565033	0.0037390691380905275	0.02009588160810645	-3.2682279750706504
GMPR1	-0.992216448366502	12.329513995070219	-3.5366662230740786	0.0037487108656230686	0.020133787570407877	-3.2708350433088347
PUR4	-0.219467950433643	16.261070887913604	-3.533472324538889	0.0037715032499745036	0.02022826260348394	-3.2769709904445783
AL1L1	-0.47313932636526784	12.87281441230164	-3.5306444297171495	0.0037918010875146544	0.02030749207758657	-3.2824037521041634
SEP11	-0.177761835780192	17.980246263480762	-3.5290269855112575	0.0038034604358643093	0.020343543197879458	-3.285511059542408
RHBT3	-0.3129786457053667	12.88698939435601	-3.517107384128395	0.0038905119727925546	0.020752065577783058	-3.3084095987165973
OTUD4	-0.2596554505746523	14.135604067397692	-3.5117185199500156	0.003930528698550969	0.020932794316401607	-3.3187617354250634
RCC2	-0.1803988797650654	15.251221904194317	-3.508622436726128	0.00395370815981154	0.021031455785810088	-3.3247092818899313
COPRS	-0.35815004879487533	13.849933278838485	-3.505759173803691	0.003975267899252685	0.021094933452367678	-3.3302095105421703
ZFP91	-0.3950091581220622	12.263872363409943	-3.4999387872679875	0.0040194622207849525	0.021253383334641215	-3.3413900412259467
PNPO	-0.20603744200914856	15.261953580090397	-3.499865215253311	0.004020024030507551	0.021253383334641215	-3.341531365535114
IPO8	-0.254474891512681	15.37904337611174	-3.497476599916165	0.004038307247393992	0.021321055983016347	-3.346119621687323
SL9B2	-0.5137261199737192	11.703653576916373	-3.495517482905139	0.004053365839252693	0.02137154314024962	-3.349882817212305
