"polyIC10ugYES"	"polyIC1ugYES"	"lipoYES"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"sp|Q08AM6|VAC14_HUMAN"	0.261924786972542	0.227444154109158	-0.0519111526646014	25.2500136871853	1.8542562965061	0.203684479024785	0.323697740524866
"sp|Q9BS26|ERP44_HUMAN"	-0.193161796670028	-0.063219778141067	-0.0770136036236977	26.9815713578568	1.81693036378601	0.204364072476804	0.324609392467043
"sp|O75718|CRTAP_HUMAN"	-0.234996255813979	-0.143322116405849	-0.0706190425625893	26.8372826608971	1.81553099560371	0.204613027601957	0.324836433457201
"sp|Q00587|BORG5_HUMAN"	0.054488460560873	0.0614987502623408	0.490649299227065	23.9180162203804	1.94406700296823	0.204844250780873	0.325035103258723
"sp|P14866|HNRPL_HUMAN"	-0.11415631866282	-0.0579297472014559	-0.212734851566585	28.7381098302541	1.80845628902585	0.20587698140356	0.32650469514519
"sp|P36578|RL4_HUMAN"	-0.0192988767600785	-0.10735541860485	-0.132885747290672	30.1427650743206	1.80761082587079	0.206028627086837	0.326576157989689
"sp|Q9Y2X7|GIT1_HUMAN"	-0.177255514887331	-0.0694303271475944	-0.369070240209086	25.1242283795494	1.8066929172431	0.206193411607322	0.32666836254645
"sp|O14828|SCAM3_HUMAN"	0.102411280495968	0.15436436010339	0.0476888866958565	26.5147889490652	1.80452745219231	0.206582757432887	0.327079415820651
"sp|P42696|RBM34_HUMAN"	0.241842858324061	0.383974949172574	0.124870873119463	23.8181191582378	2.2711327046939	0.206666367176495	0.327079415820651
"sp|Q6Y7W6|GGYF2_HUMAN"	-0.0881731426401888	-0.292404847606141	-0.137497224553663	25.7346956514221	1.79998262155504	0.207402646159657	0.327996861882287
"sp|O75607|NPM3_HUMAN"	0.223103557782968	0.375360118110503	0.104842792031274	25.9570722209654	1.79966460238854	0.20746015611223	0.327996861882287
"sp|O60551|NMT2_HUMAN"	0.241931978876181	0.192343056592207	-0.0143683440041862	24.9142524069641	2.09865244544013	0.208148194455542	0.328914939562548
"sp|O00629|IMA3_HUMAN"	-0.370362208746222	0.00377608278137241	-0.0915177533350332	26.9928951012042	1.79167797572287	0.208910439818513	0.329949271960785
"sp|Q8N3C0|ASCC3_HUMAN"	0.293380177623024	0.115740660128634	0.101619314777048	24.8320931568405	1.78754741579038	0.209665050729268	0.330942946490145
"sp|Q9Y237|PIN4_HUMAN"	0.345099117780391	0.153050097857791	0.211297607101006	25.0430240840063	1.7870528352704	0.209755614257135	0.330942946490145
"sp|Q13011|ECH1_HUMAN"	-0.107637494916155	0.0258198058926749	-0.194199617080876	27.0696914696036	1.78280834735633	0.21053467150246	0.331825534859696
"sp|Q05048|CSTF1_HUMAN"	-0.0460372497671892	-0.229576989087687	-0.178454020847983	24.9333474973595	1.9783349184517	0.210648376815125	0.331825534859696
"sp|Q6PJT7|ZC3HE_HUMAN"	-0.259789506415327	-0.184785988608953	0.00073376088507021	24.3598963289725	1.85420522861306	0.210719426239962	0.331825534859696
"sp|O94967|WDR47_HUMAN"	0.0572622144014318	-0.559966090242444	0.190475602265845	23.6329877216618	2.23582695205667	0.21074820197029	0.331825534859696
"sp|Q01813|PFKAP_HUMAN"	0.165819019818681	0.0910089668861834	0.0880943389988372	29.0230511340422	1.77919057245547	0.211201310088262	0.33221429388353
"sp|O95881|TXD12_HUMAN"	-0.223360183941803	-0.260176666224369	-0.0160540522413275	28.1425274524008	1.77913288419636	0.211211959688354	0.33221429388353
"sp|Q12791|KCMA1_HUMAN"	-0.299056823607795	0.158501044374072	0.0274617520609759	23.6593651403902	1.81000395533145	0.211396945946623	0.332334654889919
"sp|P51398|RT29_HUMAN"	0.135551846070413	0.234434507946684	-0.0499193134719521	24.9570233448267	1.77557881648719	0.211869247119251	0.332906345217121
"sp|Q9UJY5|GGA1_HUMAN"	-0.189413237323791	-0.328146351435334	-0.0581181734446451	24.7431841312559	1.80666349194176	0.21199282285709	0.332929784333226
"sp|P19784|CSK22_HUMAN"	0.0645631525629402	-0.0297839888294682	-0.2079537410555	25.8105536454018	1.77347408618178	0.212259596731075	0.333177973557384
"sp|P00338|LDHA_HUMAN"	-0.0883330160536417	0.09394157483158	0.00022200411257242	32.434230966188	1.77279361881166	0.212385973996338	0.333205644815555
"sp|P68400|CSK21_HUMAN"	-0.121517776380261	0.125921675283527	-0.119077107148354	27.227451864733	1.772145250775	0.212506469723181	0.333224065113525
"sp|P09104|ENOG_HUMAN"	0.045548081097124	0.0633162228753245	0.199515475084836	28.9641395362492	1.77151797305125	0.212623120271763	0.333236440159939
"sp|Q9Y3B4|SF3B6_HUMAN"	0.282808576859005	0.241058839303765	0.270108088371106	26.1812655274202	1.79673439766437	0.213775570578524	0.334871343687421
"sp|O15511|ARPC5_HUMAN"	-0.262922648203035	-0.296728687622167	0.117597258281763	29.6494596403624	1.76466472091526	0.213902349708611	0.33489872228267
"sp|Q9UBQ5|EIF3K_HUMAN"	-0.188528988339937	-0.248731117721566	-0.0831440818230126	27.8890825725749	1.76208354888412	0.214386429182056	0.335485198679173
"sp|P42771|CDN2A_HUMAN"	-0.0155245277101012	0.166664186238648	0.143173305144612	27.9719725854108	1.76126711507714	0.214539805601073	0.335553835815052
"sp|O14920|IKKB_HUMAN"	0.0317566192935561	-0.128561391793819	-0.0974640865829706	26.3117382735956	1.76027661907547	0.214726049855042	0.335642388933489
"sp|Q9BW91|NUDT9_HUMAN"	-0.144387284876641	-0.337933182546897	0.10963371971721	25.5133543467421	1.75980119163888	0.214815510671857	0.335642388933489
"sp|P26006|ITA3_HUMAN"	-0.212464985275412	-0.0824137060696207	-0.0812725659656977	28.4838515967967	1.75873870006553	0.215015592786581	0.335783779968442
"sp|P38606|VATA_HUMAN"	0.0600115323271626	0.0312322792886874	-0.0744813880917879	27.6008698670843	1.75328387403772	0.216046169837674	0.337160240580377
"sp|Q13123|RED_HUMAN"	-0.22705068829259	-0.000295387213515814	-0.137830601359752	24.7367730181607	1.75290967617643	0.21611707327019	0.337160240580377
"sp|Q14195|DPYL3_HUMAN"	0.0922085769784702	0.0692260498914656	-0.0249385167283229	29.8236665888968	1.75211365904293	0.216267991872491	0.33722398325563
"sp|Q10471|GALT2_HUMAN"	0.159180833135876	-0.16474179066019	-0.0145513906555361	26.0920730357992	1.75088722608975	0.216500749472228	0.337415206705446
"sp|O94804|STK10_HUMAN"	0.423172605690942	-0.140289093407069	0.144587159724155	24.9074356581628	1.8177462902041	0.217010573866675	0.338037823247327
"sp|Q6P5R6|RL22L_HUMAN"	-0.256697837181206	-0.217606159435449	-0.430178771410394	25.5304924962888	1.86668896939634	0.217256488611454	0.338248923325963
"sp|O00303|EIF3F_HUMAN"	-0.357213208957891	-0.11239072629501	-0.0218848341675321	27.4160698264288	1.746325586067	0.217368989849614	0.338252201574005
"sp|P35269|T2FA_HUMAN"	-0.146983059744442	-0.174612041126704	0.004575182507697	25.6754591038846	1.74544594854745	0.217536872459739	0.338341612800324
"sp|Q9H8S9|MOB1A_HUMAN"	-0.0940949015860002	-0.00919479171582083	-0.226456851350747	25.795560368705	1.7441001568744	0.21779400905812	0.338569682269955
"sp|Q14137|BOP1_HUMAN"	0.107754697754479	0.0709726118603035	-0.163765884510071	24.90877233426	1.86084557893865	0.218230746521757	0.339076575731574
"sp|Q9NQY0|BIN3_HUMAN"	-0.159425278841818	0.0729609391973416	-0.0363020270295695	25.1225113878192	1.7409100691092	0.218404916786177	0.339175197685174
"sp|P25789|PSA4_HUMAN"	-0.184010392039459	-0.0228576942033942	-0.117030345177353	28.0873592735159	1.73910692722706	0.218751086619978	0.339540693720168
"sp|Q9H0U3|MAGT1_HUMAN"	0.177116705030928	-0.230566608975209	0.20100947264032	25.6056303408488	1.73684810338186	0.219185622569783	0.339734006059536
"sp|Q9Y263|PLAP_HUMAN"	0.218920640976887	0.0108524699735106	0.0550995485670332	25.6701006418907	1.73657288660625	0.219238634021785	0.339734006059536
"sp|Q7L5N7|PCAT2_HUMAN"	0.134272364727277	0.267616701279618	0.545676271880657	24.8356649700097	1.80487144152165	0.219285440267949	0.339734006059536
"sp|P46926|GNPI1_HUMAN"	-0.250248986536828	0.106137283574161	-0.123926476519123	26.2437589703864	1.76595866796257	0.219413165054228	0.339734006059536
"sp|Q96DZ1|ERLEC_HUMAN"	-0.175207753278418	0.157380110896869	0.0760792909468174	24.7802381623996	1.7355798811804	0.21943002545425	0.339734006059536
"sp|P35611|ADDA_HUMAN"	-0.145607154035227	-0.0606105531498369	-0.195555734533124	25.837890443324	1.73247174038685	0.220030320173527	0.340399175267327
"sp|P24844|MYL9_HUMAN"	0.239590376518253	0.520521947787511	0.416362839196809	28.7530629361839	1.73220542315843	0.220081842756062	0.340399175267327
"sp|P30048|PRDX3_HUMAN"	-0.166403346616725	0.0994265079060206	0.0603189070363837	28.6956456356434	1.73069507981764	0.220374299038549	0.340679542005103
"sp|O60701|UGDH_HUMAN"	0.0397820448514052	0.143074416247662	-0.019483535341454	27.421035235605	1.72852959535526	0.220794387624518	0.340936781319238
"sp|Q16595|FRDA_HUMAN"	-0.310339544059044	-0.0557205698860593	-0.190751097675513	26.2121544269592	1.75832241954555	0.220838653608111	0.340936781319238
"sp|Q8NCW5|NNRE_HUMAN"	0.00115566841498398	0.222162304741233	0.225173585551477	26.7789195160835	1.7281170911934	0.220874514007405	0.340936781319238
"sp|O00151|PDLI1_HUMAN"	0.0121842228708126	0.0179319781567493	0.194575777248392	27.52110131906	1.7269440254627	0.221102556058073	0.341029562470617
"sp|Q14683|SMC1A_HUMAN"	-0.281184050553242	-0.282148505979215	-0.494018348314411	24.5222374956934	1.90983661909983	0.221157226053889	0.341029562470617
"sp|Q9BU23|LMF2_HUMAN"	0.133982151612709	0.0917888317792925	0.224989141232127	25.5650165020356	1.72597304115533	0.221291516908815	0.34106499386751
"sp|Q16836|HCDH_HUMAN"	0.308421926551333	0.0275907288882387	0.0595818373978669	26.2660994317651	1.72063898883784	0.222332853431226	0.342497668634126
"sp|Q9H488|OFUT1_HUMAN"	-0.0802705023140138	-0.220109357183852	-0.0765580564056508	27.5867690685877	1.71858705274945	0.222734928162035	0.342944633109786
"sp|P53597|SUCA_HUMAN"	-0.431369787267608	-0.223834428645671	-0.178981989667426	27.4370870454857	1.71772420984256	0.222904248819751	0.343032957500612
"sp|P13647|K2C5_HUMAN"	0.259373410519609	0.519904193223608	0.850824833290009	27.8796651956901	1.71573944220519	0.223294288422751	0.343460692634192
"sp|Q14966|ZN638_HUMAN"	-0.565000487090674	-0.27824213496574	-0.0898693472811304	23.6020965318115	1.78072358225129	0.22362911048166	0.343683719301352
"sp|Q9NUJ1|ABHDA_HUMAN"	0.0154880843103283	0.285944689045999	0.0772003576283827	25.5990995950912	1.71355088033237	0.223725278986114	0.343683719301352
"sp|P36543|VATE1_HUMAN"	-0.185483359730664	-0.0797081651951442	-0.00147002537189425	26.8008052306201	1.71329470186885	0.223775789819255	0.343683719301352
"sp|P31431|SDC4_HUMAN"	-0.170696156566284	-0.0273659430627594	-0.371060662209795	25.8113493932658	1.71207799062956	0.224015866871951	0.343880068184198
"sp|P85037|FOXK1_HUMAN"	-0.053474616639058	-0.249665457645025	-0.181693172588337	24.8386352544836	1.70825570197714	0.224771978371443	0.344867972824287
"sp|Q9H2P0|ADNP_HUMAN"	0.214166750545433	0.319369544577144	-0.158116463559823	23.8842649547361	1.73486019185448	0.225286243696208	0.345255349345791
"sp|P42704|LPPRC_HUMAN"	0.121332705195809	0.0536330298350312	-0.0500959344401414	29.641500283169	1.70534261083603	0.225350188354563	0.345255349345791
"sp|Q969T9|WBP2_HUMAN"	-0.138956399208737	0.112056185306296	-0.265613853509005	24.6833977327404	1.70528067805366	0.225362499572971	0.345255349345791
"sp|P04632|CPNS1_HUMAN"	-0.209679306096323	-0.0761519207595901	-0.0475898840481553	29.8069434371686	1.70386267895763	0.225644584162057	0.345514745563489
"sp|Q92643|GPI8_HUMAN"	0.343577613258229	-0.340953789523787	-0.136737793174634	24.6460580582798	1.97281888533517	0.225764846087815	0.345526217988544
"sp|Q6P4E1|GOLM2_HUMAN"	-0.27813735292219	-0.292669353080548	-0.045102292016408	24.2582829835791	1.70238173020351	0.225939620864617	0.345621067563248
"sp|P49792|RBP2_HUMAN"	-0.0344816867590443	-0.227999918850361	-0.221753941000785	25.8822619055718	1.69949327925972	0.226516327233094	0.346327707601206
"sp|O75251|NDUS7_HUMAN"	0.154350926783433	-0.111616554291639	-0.123388543245187	25.7746870600655	1.72788946072265	0.226627628505358	0.346327707601206
"sp|P34897|GLYM_HUMAN"	0.0674240096982687	0.0759537601457699	-0.0561329404049135	26.9285306139614	1.6981230547368	0.226790491569436	0.346403821619517
"sp|P60983|GMFB_HUMAN"	-0.19761656913227	-0.0382149377656885	0.0434837928599936	27.4856452524938	1.69386216423289	0.227645458521226	0.347536464827621
"sp|Q0VGL1|LTOR4_HUMAN"	0.1255061529694	0.0480535281318346	0.329941533700019	26.6015989032233	1.86334660598278	0.228669922847383	0.34869503808557
"sp|Q96KR1|ZFR_HUMAN"	-0.179782637130025	-0.217239074773591	-0.194376684064262	24.6481257869088	1.68869481828716	0.228687237642314	0.34869503808557
"sp|Q15811|ITSN1_HUMAN"	-0.417573068340892	-1.14057292264705	-0.201387474729923	23.9682619765934	1.79808447984915	0.22903920376145	0.34869503808557
"sp|Q9P0M9|RM27_HUMAN"	0.0636666171228125	0.298243917798569	-0.0780402279220346	26.3217941324937	1.79766132960605	0.229114269304261	0.34869503808557
"sp|Q14498|RBM39_HUMAN"	-0.0877241437148853	-0.150513217486078	-0.270940695809246	25.746102612544	1.68644971104836	0.22914155993956	0.34869503808557
"sp|P20700|LMNB1_HUMAN"	-0.0833077039531712	-0.190082465691807	-0.26534938252407	27.0738411534127	1.68623245624227	0.229185578340835	0.34869503808557
"sp|Q8IYB3|SRRM1_HUMAN"	-0.0582021542012627	-0.258451863497805	-0.319112333469554	25.5170120630449	1.71464968527006	0.229200981300372	0.34869503808557
"sp|Q92600|CNOT9_HUMAN"	-0.340343852057068	0.0736538468889042	0.243157312418571	25.0435004192697	1.85725878058316	0.229677473518586	0.349155343501479
"sp|Q9Y3D7|TIM16_HUMAN"	0.590707812977715	0.331182477688767	0.499889055491938	24.9758675143768	1.79398247766041	0.229768153642464	0.349155343501479
"sp|Q9H0W9|CK054_HUMAN"	0.195497934202695	0.223550475151451	-0.021496779338026	24.4162725386569	1.6826525584051	0.229912295648097	0.349155343501479
"sp|P11142|HSP7C_HUMAN"	-0.0660114513656505	0.0837967242955458	-0.00909863529913345	31.9967252054848	1.6824211511377	0.229959361353128	0.349155343501479
"sp|P39019|RS19_HUMAN"	-0.0287944943528228	-0.168223476984885	-0.0568196997775795	30.0945406139202	1.67861896181379	0.23073425706698	0.350158377242807
"sp|P15311|EZRI_HUMAN"	-0.180950793395387	-0.125736829590807	-0.0293293784555088	28.3896599366221	1.67782671146053	0.230896093426052	0.350230510028428
"sp|Q9HD45|TM9S3_HUMAN"	0.190445850484764	0.109090594051806	0.191025822370555	25.5894996511709	1.67657983584549	0.231151059644485	0.350400236826796
"sp|Q9H3K6|BOLA2_HUMAN"	-0.214479505631191	-0.377837479562527	-0.0459177534357144	27.1944206281629	1.6758245471358	0.231305659922399	0.350400236826796
"sp|Q9H993|ARMT1_HUMAN"	0.0848380324049285	0.286171759054802	0.0406428979764079	25.8886792590498	1.67560280753104	0.231351070202548	0.350400236826796
"sp|Q9UIJ7|KAD3_HUMAN"	-0.144149440558052	-0.0500096774171427	-0.014844848568386	27.9010117311588	1.67491127314214	0.231492755378191	0.350441602015205
"sp|Q9BTW9|TBCD_HUMAN"	0.088885134486344	0.15855637371515	-0.0450157789492541	25.9838595523989	1.66799045985431	0.232916177087289	0.352181700235438
"sp|Q9GZZ9|UBA5_HUMAN"	0.0661077509551935	-0.133721045304565	-0.0729664848234025	26.0003153245102	1.66783110301871	0.232949069453105	0.352181700235438
"sp|O43678|NDUA2_HUMAN"	-0.346547891372621	-0.297445375220031	-0.720699371934272	25.831453654448	1.73054222067253	0.232987045162282	0.352181700235438
"sp|Q9UH65|SWP70_HUMAN"	0.00842876094936122	-0.149356693761245	-0.14117558128153	26.1100990339987	1.66640461388275	0.233243742155413	0.352395870791019
"sp|P00533|EGFR_HUMAN"	0.131914281672544	-0.31153548632624	-0.173771672472694	25.2149681457248	1.69287967035605	0.233506375119394	0.352447405093016
"sp|Q9H0U4|RAB1B_HUMAN"	0.359854426278319	0.222352834550531	0.00583151265774741	28.7212202074107	1.66512754346299	0.23350790872677	0.352447405093016
"sp|O95810|CAVN2_HUMAN"	-0.195266883951447	-0.131728568963636	-0.0216321485062933	27.2139526687838	1.66134165871604	0.234293033470403	0.353458323266034
"sp|P62424|RL7A_HUMAN"	-0.166737022088682	-0.0646703416317429	-0.0928380969120172	30.0778635192673	1.65873469663979	0.234835415358583	0.353605698640585
"sp|Q9UJW0|DCTN4_HUMAN"	-0.157021778673812	-0.133903739087653	-0.029707893477634	26.0618666253377	1.65870500671006	0.234841600601099	0.353605698640585
"sp|Q08379|GOGA2_HUMAN"	0.207677283151844	0.188476529626986	0.258425082116281	24.8096587552566	1.65813279736931	0.234960843984689	0.353605698640585
"sp|Q14766|LTBP1_HUMAN"	-0.690606758591948	-0.899836653424005	-0.414527332375947	23.9899342224893	1.82584312705303	0.234967004616082	0.353605698640585
"sp|O75521|ECI2_HUMAN"	0.0595866018772679	-0.160891836925924	-0.128702285330794	27.9465845900546	1.6580996420829	0.234967755362999	0.353605698640585
"sp|Q6FI81|CPIN1_HUMAN"	-0.165377432635081	-0.170329706702763	-0.0339752336183813	26.9873939753861	1.65617494914011	0.235369363112621	0.353905501649041
"sp|P39748|FEN1_HUMAN"	0.12918594798389	0.677082744467385	-0.12756535448494	24.1028085884647	1.68309848984719	0.235471246509248	0.353905501649041
"sp|Q9UBV8|PEF1_HUMAN"	0.106681699399428	0.391159800061275	0.13834248481045	25.2347514004204	1.65479000372887	0.235658829387244	0.353905501649041
"sp|P51665|PSMD7_HUMAN"	-0.178895511720943	-0.187976063023379	-0.116990359187197	27.352785840619	1.65411666361819	0.235799709770361	0.353905501649041
"sp|O14530|TXND9_HUMAN"	-0.200519340406817	-0.152218990240007	-0.153269535656521	25.6163207230086	1.71562399123783	0.235858141571801	0.353905501649041
"sp|P13987|CD59_HUMAN"	-0.809445488557509	-0.689903825232347	-0.824117435587707	29.7822512210975	1.71561441416329	0.235859998161665	0.353905501649041
"sp|Q9Y512|SAM50_HUMAN"	-0.000665873255199509	-0.0518053465393411	-0.192060811658235	26.591205285649	1.67673893162652	0.236759048512341	0.35508062880167
"sp|P08237|PFKAM_HUMAN"	0.169273805026073	0.0613046111900791	0.020484067130487	25.3000320209072	1.64858621239232	0.236960452521436	0.355208819239569
"sp|P14854|CX6B1_HUMAN"	-0.947635734527797	-0.504745254592081	-0.964820510450098	28.0067170609728	1.67482442690191	0.237148329273634	0.355316616574285
"sp|Q9P258|RCC2_HUMAN"	-0.0552962538684772	0.141737872981051	-0.280689802813408	24.2681546319419	1.64578688707772	0.237550454164046	0.355745157164533
"sp|O00743|PPP6_HUMAN"	0.106432342512037	-0.370637684120318	-0.271497593080647	25.990239045826	1.70580301812886	0.237771144972459	0.355901704052572
"sp|Q9H1K1|ISCU_HUMAN"	-0.523211432307045	-0.0552217262923484	-0.270182381939099	25.2668153822796	1.74711350506002	0.238301388862733	0.356521218493854
"sp|P49840|GSK3A_HUMAN"	0.28958940670898	-0.0702168037342279	0.0611077460697456	25.5320119159291	1.66818076442314	0.238504960734581	0.35653901047062
"sp|P05388|RLA0_HUMAN"	-0.112053749573914	0.120685079510039	-0.0990341603600651	29.5112938362763	1.64065802378954	0.238635776454602	0.35653901047062
"sp|O75569|PRKRA_HUMAN"	-0.011481704353335	-0.156103672756149	-0.0588404939923658	25.759694990953	1.64053267089595	0.23866237287051	0.35653901047062
"sp|P61006|RAB8A_HUMAN"	-0.0378620113277356	-0.176154722585673	0.151517376878233	26.0291118795805	1.6394048998079	0.238901806106797	0.356638459652559
"sp|Q86XP3|DDX42_HUMAN"	0.22641883030403	0.0157261495532523	0.0271617187108954	24.8605287329751	1.63912282287238	0.238961735530909	0.356638459652559
"sp|O60573|IF4E2_HUMAN"	0.175723486955447	0.0975595939306273	-0.206486263768922	24.6197060225036	1.66494800602312	0.239168336067066	0.356670109970963
"sp|Q32P28|P3H1_HUMAN"	-0.203036629112163	-0.155953623601364	-0.155133561086027	26.7255250353767	1.63746703236686	0.239313865361906	0.356670109970963
"sp|P16435|NCPR_HUMAN"	0.0930278400182096	0.0306078612637866	-0.164479090450758	24.9364048596006	1.63709724211636	0.239392587511733	0.356670109970963
"sp|Q9UJA5|TRM6_HUMAN"	0.218717570665762	0.257862475408419	0.105269772086017	23.6916582574688	1.66317019953818	0.239534059329032	0.356670109970963
"sp|Q9ULV4|COR1C_HUMAN"	-0.0898979118178826	-0.06758606372667	-0.144122779841371	28.7704434776589	1.63628794477398	0.239564975953082	0.356670109970963
"sp|O43175|SERA_HUMAN"	0.0587313746546655	-0.108754220192684	0.0652056107062222	26.2795955238242	1.6338246556735	0.240090549053568	0.357278990917986
"sp|P61221|ABCE1_HUMAN"	-0.02717316180719	-0.146985875312494	-0.0817665525680139	27.4999089154376	1.63232309842056	0.240411566826338	0.357516109638127
"sp|O00217|NDUS8_HUMAN"	-0.488513968128426	-0.43137795835578	-0.283229631199127	26.0566457668982	1.63198807539426	0.240483257821207	0.357516109638127
"sp|P21964|COMT_HUMAN"	0.031824568497025	0.0673436601302342	-0.602218260218759	27.5297701676248	1.62993083642051	0.240924015104729	0.357997663569782
"sp|P52948|NUP98_HUMAN"	0.110244199170516	-0.0677098548198861	-0.132100093353947	24.6573207578003	1.62770039364487	0.241402916858313	0.35853540341923
"sp|Q13363|CTBP1_HUMAN"	0.0472322261407512	0.262833051158005	0.0303185042343443	25.1738384997254	1.652552870705	0.241731734880075	0.358801621906784
"sp|Q7Z739|YTHD3_HUMAN"	-0.125030654067263	-0.472366116414347	-0.171516270132437	25.5525763551957	1.62577881950275	0.241816367244617	0.358801621906784
"sp|Q9H446|RWDD1_HUMAN"	-0.0291970567883238	0.336626836203891	0.322489481952813	25.4312102218107	1.78042411282826	0.242889463824169	0.360219417791508
"sp|P23396|RS3_HUMAN"	0.122388207992832	0.132936902041302	-0.0299920479994119	30.430140665502	1.61967945226969	0.24313405290248	0.360407710736913
"sp|O14641|DVL2_HUMAN"	0.36447794925987	0.295568673992605	-0.0219733590027964	23.8369523746364	2.19865223316907	0.243466879605182	0.360726556629728
"sp|O15355|PPM1G_HUMAN"	-0.371050888542957	-0.158711167441102	-0.192126530422647	25.9198022319078	1.61708556724429	0.243696893392396	0.36089283777395
"sp|Q9Y3B2|EXOS1_HUMAN"	-0.470138968204872	-0.432821625639962	0.120839271622524	23.372742395472	2.194965831162	0.24390288033273	0.360903047204075
"sp|P35475|IDUA_HUMAN"	0.00223476473474087	-0.242862735304395	-0.163847397658136	25.8699667482573	1.64158133477751	0.244027268895024	0.360903047204075
"sp|P02533|K1C14_HUMAN"	0.0909755771613134	0.371127074425714	0.841232565580429	28.5629892875075	1.61542885660341	0.244057152025732	0.360903047204075
"sp|Q07021|C1QBP_HUMAN"	0.283351535870591	0.481228770952459	0.354470947271831	26.9956379651698	1.61378775418906	0.244414612090848	0.361257294474847
"sp|Q9BRR6|ADPGK_HUMAN"	0.278773029489083	0.172895323293672	0.189812082299802	26.2598502919516	1.63837085087211	0.244703746370529	0.361510259826085
"sp|Q14197|ICT1_HUMAN"	-0.412996316411134	-0.228948329445696	-0.0863988916722972	24.7438134314016	1.84640648707959	0.245506848556342	0.362444257670344
"sp|Q9BYD3|RM04_HUMAN"	0.304435640050497	0.151395876560973	-0.0433527837491236	24.9000632547324	1.63426264680164	0.245572545340612	0.362444257670344
"sp|Q15814|TBCC_HUMAN"	-0.299218530502712	-0.0488563374028121	-0.236758305003645	24.7086134389563	1.66516287992065	0.24588527772527	0.362731098194621
"sp|P62273|RS29_HUMAN"	-0.362179709174191	-0.670260857281224	-0.503188091717386	29.3160182445598	1.60363884244511	0.246638447751327	0.363667085616008
"sp|Q9Y2P8|RCL1_HUMAN"	0.162948560633355	0.170211188616003	-0.271381057355599	23.3695524467049	1.70156849606635	0.246966413429139	0.363926213736565
"sp|O60437|PEPL_HUMAN"	-0.123074375853931	0.0408038864046828	-0.117983855198618	27.2391085419404	1.60147991093162	0.24711446676366	0.363926213736565
"sp|Q99798|ACON_HUMAN"	0.0935834851212321	0.0197705847282457	-0.0715748895494279	28.2069435550528	1.60122603108652	0.247170512658548	0.363926213736565
"sp|Q8NEU8|DP13B_HUMAN"	0.219794198303777	0.18298135194544	-0.190615432897438	23.7755941416405	1.75508301728999	0.24745639441612	0.364172138564357
"sp|Q6UVK1|CSPG4_HUMAN"	0.00680254327309972	-0.128137299640439	0.0102190494235769	26.6000342819453	1.59867941980689	0.247733493810105	0.364404908801805
"sp|Q92734|TFG_HUMAN"	-0.185715900080601	0.120647768399769	-0.0871922926718796	28.5493811212858	1.59777209904253	0.247934426735881	0.364430059030568
"sp|Q12959|DLG1_HUMAN"	0.00121564568305571	-0.129331147411552	-0.073414013300751	25.5737835100754	1.59752820516764	0.247988470325958	0.364430059030568
"sp|P15848|ARSB_HUMAN"	-0.051203775729081	0.155527064406594	-0.074806151452158	25.5714067289941	1.59522217004894	0.248500116655579	0.365006882757764
"sp|O00203|AP3B1_HUMAN"	0.126081238727052	-0.0767525029909114	-0.0807323750619845	26.5251808938945	1.59211070621841	0.249192361692969	0.365848297186037
"sp|P08238|HS90B_HUMAN"	-0.0434277878051448	0.0484254573167427	-0.0895840227901973	31.5702888029258	1.58997176595063	0.249669504261442	0.366373257211235
"sp|P30154|2AAB_HUMAN"	-0.319520017062436	0.0377335425265777	-0.389981499222358	23.7898753850169	2.5729602794672	0.250084596797981	0.366806703967934
"sp|P41091|IF2G_HUMAN"	0.214338703924478	0.118137203621828	-0.00572938136769586	27.7224295288346	1.58656689002609	0.250431180080062	0.367023138145983
"sp|Q9Y5K6|CD2AP_HUMAN"	-0.170719710862058	-0.0831627917769377	0.0213559756126488	26.5302050030939	1.58605571080605	0.250545758601194	0.367023138145983
"sp|P55809|SCOT1_HUMAN"	-0.108936289164185	-0.175709521681657	-0.136081153296817	26.3999957311826	1.5858516432771	0.250591515992623	0.367023138145983
"sp|Q13263|TIF1B_HUMAN"	-0.12912684535831	0.0035541174235464	-0.120229847673588	28.6311924698349	1.58484529806932	0.250817303869656	0.367178317752808
"sp|Q08209|PP2BA_HUMAN"	0.0907466277088465	-0.0323087256066519	-0.064153307658336	25.9809282808717	1.58369659351903	0.251075313594348	0.36738049706451
"sp|Q96PU8|QKI_HUMAN"	-0.148129581705307	0.0355683311685281	-0.0739165010549835	26.6375090610114	1.58281648728567	0.251273196904788	0.367494546690344
"sp|Q5BKZ1|ZN326_HUMAN"	0.0414330649811132	-0.219769820358625	-0.0955918470672082	24.9125382885243	1.58084456672822	0.251717205165065	0.367968280832901
"sp|O15031|PLXB2_HUMAN"	0.0150883575399785	-0.0475081287508985	-0.153630660699811	24.586915797051	1.57902251100933	0.252128258438901	0.368385329898857
"sp|P23786|CPT2_HUMAN"	-0.236099513486152	-0.238078871148363	-0.137486113349732	25.5760017126263	1.57851468939933	0.252242957613513	0.368385329898857
"sp|Q7L2H7|EIF3M_HUMAN"	0.0349307010370567	0.256892680227867	-0.227511830434873	25.4988228083447	1.57567550695688	0.252885318632001	0.369147506569057
"sp|P02538|K2C6A_HUMAN"	0.509096265307617	0.710746352642417	1.06954024091316	27.5077894894374	1.57493957906521	0.253052123178271	0.369215097818201
