Protein,Protein ID,Control,Treatment,LogFC
sp|Q01469|FABP5_HUMAN,Q01469,25,13,-0.9434164716336325
sp|Q01518|CAP1_HUMAN,Q01518,25,20,-0.3219280948873623
sp|Q01581|HMCS1_HUMAN,Q01581,19,7,-1.4405725913859815
sp|Q01650|LAT1_HUMAN,Q01650,8,10,0.32192809488736235
sp|Q01813|PFKAP_HUMAN,Q01813,43,41,-0.0687127500840142
sp|Q01844|EWS_HUMAN,Q01844,10,3,-1.7369655941662063
sp|Q02218|ODO1_HUMAN,Q02218,2,12,2.584962500721156
sp|Q02241|KIF23_HUMAN,Q02241,5,9,0.8479969065549501
sp|Q02252|MMSA_HUMAN,Q02252,5,4,-0.3219280948873623
sp|Q02543|RL18A_HUMAN,Q02543,16,24,0.5849625007211562
sp|Q02750|MP2K1_HUMAN,Q02750,4,4,0
sp|Q02790|FKBP4_HUMAN,Q02790,32,17,-0.9125371587496606
sp|Q02809|PLOD1_HUMAN,Q02809,7,11,0.6520766965796931
sp|Q02818|NUCB1_HUMAN,Q02818,13,16,0.29956028185890793
sp|Q02878|RL6_HUMAN,Q02878,29,31,0.09621531525930298
sp|Q02880|TOP2B_HUMAN,Q02880,4,24,2.584962500721156
sp|Q02952|AKA12_HUMAN,Q02952,11,1,-3.4594316186372973
sp|Q03135|CAV1_HUMAN,Q03135,8,6,-0.4150374992788438
sp|Q03154|ACY1_HUMAN,Q03154,3,0,-Inf
sp|Q03169|TNAP2_HUMAN,Q03169,6,7,0.22239242133644802
sp|Q03252|LMNB2_HUMAN,Q03252,9,18,1
sp|Q03426|KIME_HUMAN,Q03426,4,0,-Inf
sp|Q04323|UBXN1_HUMAN,Q04323,2,0,-Inf
sp|Q04446|GLGB_HUMAN,Q04446,9,6,-0.5849625007211563
sp|Q04637|IF4G1_HUMAN,Q04637,25,11,-1.1844245711374275
sp|Q04760|LGUL_HUMAN,Q04760,19,11,-0.7884958948062882
sp|Q04837|SSBP_HUMAN,Q04837,11,11,0
sp|Q04917|1433F_HUMAN,Q04917,14,9,-0.6374299206152917
sp|Q04941|PLP2_HUMAN,Q04941,2,3,0.5849625007211562
sp|Q05048|CSTF1_HUMAN,Q05048,5,2,-1.3219280948873622
sp|Q05193|DYN1_HUMAN,Q05193,11,16,0.5405683813627028
sp|Q05209|PTN12_HUMAN,Q05209,4,2,-1
sp|Q05397|FAK1_HUMAN,Q05397,4,0,-Inf
sp|Q05639|EF1A2_HUMAN,Q05639,10,7,-0.5145731728297583
sp|Q05682|CALD1_HUMAN,Q05682,7,1,-2.807354922057604
sp|Q06124|PTN11_HUMAN,Q06124,7,1,-2.807354922057604
sp|Q06203|PUR1_HUMAN,Q06203,3,4,0.41503749927884376
sp|Q06210|GFPT1_HUMAN,Q06210,15,18,0.2630344058337938
sp|Q06323|PSME1_HUMAN,Q06323,18,8,-1.1699250014423124
sp|Q06830|PRDX1_HUMAN,Q06830,93,55,-0.7577990975833717
sp|Q07020|RL18_HUMAN,Q07020,18,23,0.3536369546147004
sp|Q07021|C1QBP_HUMAN,Q07021,10,13,0.37851162325372983
sp|Q07065|CKAP4_HUMAN,Q07065,43,46,0.0972972013549148
sp|Q07157|ZO1_HUMAN,Q07157,19,7,-1.4405725913859815
sp|Q07666|KHDR1_HUMAN,Q07666,9,3,-1.5849625007211563
sp|Q07812|BAX_HUMAN,Q07812,10,7,-0.5145731728297583
sp|Q07817|B2CL1_HUMAN,Q07817,3,3,0
sp|Q07866|KLC1_HUMAN,Q07866,14,2,-2.807354922057604
sp|Q07955|SRSF1_HUMAN,Q07955,27,25,-0.11103131238874384
sp|Q07960|RHG01_HUMAN,Q07960,10,6,-0.7369655941662062
sp|Q08209|PP2BA_HUMAN,Q08209,7,3,-1.222392421336448
sp|Q08211|DHX9_HUMAN,Q08211,11,35,1.669851398307669
sp|Q08257|QOR_HUMAN,Q08257,17,16,-0.08746284125033943
sp|Q08378|GOGA3_HUMAN,Q08378,7,0,-Inf
sp|Q08379|GOGA2_HUMAN,Q08379,6,4,-0.5849625007211563
sp|Q08380|LG3BP_HUMAN,Q08380,9,9,0
sp|Q08752|PPID_HUMAN,Q08752,8,0,-Inf
sp|Q08945|SSRP1_HUMAN,Q08945,3,20,2.736965594166206
sp|Q08J23|NSUN2_HUMAN,Q08J23,8,12,0.5849625007211562
sp|Q09028|RBBP4_HUMAN,Q09028,3,2,-0.5849625007211563
sp|Q09666|AHNK_HUMAN,Q09666,169,62,-1.4466831258953092
sp|Q10471|GALT2_HUMAN,Q10471,9,8,-0.16992500144231246
sp|Q10472|GALT1_HUMAN,Q10472,3,3,0
sp|Q10567|AP1B1_HUMAN,Q10567,3,1,-1.5849625007211563
sp|Q10713|MPPA_HUMAN,Q10713,3,4,0.41503749927884376
sp|Q12765|SCRN1_HUMAN,Q12765,8,2,-2
sp|Q12792|TWF1_HUMAN,Q12792,5,4,-0.3219280948873623
sp|Q12797|ASPH_HUMAN,Q12797,18,27,0.5849625007211562
sp|Q12800|TFCP2_HUMAN,Q12800,3,1,-1.5849625007211563
sp|Q12824|SNF5_HUMAN,Q12824,2,0,-Inf
sp|Q12846|STX4_HUMAN,Q12846,4,1,-2
sp|Q12849|GRSF1_HUMAN,Q12849,7,4,-0.8073549220576042
sp|Q12860|CNTN1_HUMAN,Q12860,13,7,-0.8930847960834881
sp|Q12874|SF3A3_HUMAN,Q12874,10,4,-1.3219280948873622
sp|Q12904|AIMP1_HUMAN,Q12904,17,10,-0.765534746362977
sp|Q12905|ILF2_HUMAN,Q12905,20,12,-0.7369655941662062
sp|Q12906|ILF3_HUMAN,Q12906,32,24,-0.4150374992788438
sp|Q12907|LMAN2_HUMAN,Q12907,11,6,-0.8744691179161412
sp|Q12913|PTPRJ_HUMAN,Q12913,2,3,0.5849625007211562
sp|Q12929|EPS8_HUMAN,Q12929,8,0,-Inf
sp|Q12931|TRAP1_HUMAN,Q12931,15,22,0.5525410230287786
sp|Q12959|DLG1_HUMAN,Q12959,2,1,-1
sp|Q12965|MYO1E_HUMAN,Q12965,9,15,0.7369655941662062
sp|Q12972|PP1R8_HUMAN,Q12972,5,0,-Inf
sp|Q12979|ABR_HUMAN,Q12979,2,4,1
sp|Q13011|ECH1_HUMAN,Q13011,22,23,0.06413033741971556
sp|Q13045|FLII_HUMAN,Q13045,7,6,-0.22239242133644802
sp|Q13057|COASY_HUMAN,Q13057,5,5,0
sp|Q13084|RM28_HUMAN,Q13084,2,2,0
sp|Q13085|ACACA_HUMAN,Q13085,18,14,-0.36257007938470825
sp|Q13098|CSN1_HUMAN,Q13098,5,5,0
sp|Q13123|RED_HUMAN,Q13123,7,1,-2.807354922057604
sp|Q13148|TADBP_HUMAN,Q13148,6,7,0.22239242133644802
sp|Q13151|ROA0_HUMAN,Q13151,10,9,-0.15200309344504995
sp|Q13155|AIMP2_HUMAN,Q13155,7,2,-1.8073549220576042
sp|Q13162|PRDX4_HUMAN,Q13162,15,13,-0.20645087746742632
sp|Q13177|PAK2_HUMAN,Q13177,10,4,-1.3219280948873622
sp|Q13185|CBX3_HUMAN,Q13185,13,7,-0.8930847960834881
sp|Q13188|STK3_HUMAN,Q13188,3,0,-Inf
sp|Q13200|PSMD2_HUMAN,Q13200,21,29,0.4656635723488118
sp|Q13217|DNJC3_HUMAN,Q13217,2,1,-1
sp|Q13242|SRSF9_HUMAN,Q13242,10,6,-0.7369655941662062
sp|Q13243|SRSF5_HUMAN,Q13243,3,1,-1.5849625007211563
sp|Q13247|SRSF6_HUMAN,Q13247,2,13,2.700439718141092
sp|Q13263|TIF1B_HUMAN,Q13263,29,16,-0.8579809951275721
sp|Q13283|G3BP1_HUMAN,Q13283,22,12,-0.8744691179161412
sp|Q13310|PABP4_HUMAN,Q13310,11,7,-0.6520766965796931
sp|Q13347|EIF3I_HUMAN,Q13347,13,10,-0.3785116232537297
sp|Q13363|CTBP1_HUMAN,Q13363,10,4,-1.3219280948873622
sp|Q13404|UB2V1_HUMAN,Q13404,3,4,0.41503749927884376
sp|Q13405|RM49_HUMAN,Q13405,3,2,-0.5849625007211563
sp|Q13409|DC1I2_HUMAN,Q13409,6,5,-0.2630344058337938
sp|Q13418|ILK_HUMAN,Q13418,13,9,-0.5305147166987798
sp|Q13423|NNTM_HUMAN,Q13423,6,8,0.41503749927884376
sp|Q13435|SF3B2_HUMAN,Q13435,19,9,-1.0780025120012733
sp|Q13439|GOGA4_HUMAN,Q13439,6,0,-Inf
sp|Q13442|HAP28_HUMAN,Q13442,10,2,-2.321928094887362
sp|Q13443|ADAM9_HUMAN,Q13443,9,3,-1.5849625007211563
sp|Q13451|FKBP5_HUMAN,Q13451,6,0,-Inf
sp|Q13492|PICAL_HUMAN,Q13492,6,6,0
sp|Q13501|SQSTM_HUMAN,Q13501,8,3,-1.415037499278844
sp|Q13505|MTX1_HUMAN,Q13505,3,2,-0.5849625007211563
sp|Q13509|TBB3_HUMAN,Q13509,21,14,-0.5849625007211563
sp|Q13510|ASAH1_HUMAN,Q13510,9,6,-0.5849625007211563
sp|Q13526|PIN1_HUMAN,Q13526,5,0,-Inf
sp|Q13547|HDAC1_HUMAN,Q13547,8,6,-0.4150374992788438
sp|Q13557|KCC2D_HUMAN,Q13557,4,7,0.8073549220576041
sp|Q13561|DCTN2_HUMAN,Q13561,18,8,-1.1699250014423124
sp|Q13564|ULA1_HUMAN,Q13564,3,0,-Inf
sp|Q13573|SNW1_HUMAN,Q13573,19,0,-Inf
sp|Q13576|IQGA2_HUMAN,Q13576,2,8,2
sp|Q13586|STIM1_HUMAN,Q13586,13,8,-0.7004397181410921
sp|Q13596|SNX1_HUMAN,Q13596,18,6,-1.5849625007211563
sp|Q13618|CUL3_HUMAN,Q13618,6,0,-Inf
sp|Q13619|CUL4A_HUMAN,Q13619,3,3,0
sp|Q13630|FCL_HUMAN,Q13630,4,1,-2
sp|Q13637|RAB32_HUMAN,Q13637,2,1,-1
sp|Q13642|FHL1_HUMAN,Q13642,3,1,-1.5849625007211563
sp|Q13724|MOGS_HUMAN,Q13724,1,3,1.584962500721156
sp|Q13740|CD166_HUMAN,Q13740,11,8,-0.4594316186372972
sp|Q13813|SPTN1_HUMAN,Q13813,50,70,0.48542682717024166
sp|Q13838|DX39B_HUMAN,Q13838,18,2,-3.1699250014423126
sp|Q13867|BLMH_HUMAN,Q13867,7,1,-2.807354922057604
sp|Q13868|EXOS2_HUMAN,Q13868,2,3,0.5849625007211562
sp|Q13885|TBB2A_HUMAN,Q13885,6,5,-0.2630344058337938
sp|Q13907|IDI1_HUMAN,Q13907,7,2,-1.8073549220576042
sp|Q14008|CKAP5_HUMAN,Q14008,11,6,-0.8744691179161412
sp|Q14011|CIRBP_HUMAN,Q14011,3,0,-Inf
sp|Q14019|COTL1_HUMAN,Q14019,19,15,-0.34103691783506696
sp|Q14103|HNRPD_HUMAN,Q14103,28,16,-0.8073549220576042
sp|Q14108|SCRB2_HUMAN,Q14108,4,4,0
sp|Q14116|IL18_HUMAN,Q14116,8,1,-3
sp|Q14118|DAG1_HUMAN,Q14118,2,0,-Inf
sp|Q14119|VEZF1_HUMAN,Q14119,2,0,-Inf
sp|Q14126|DSG2_HUMAN,Q14126,10,6,-0.7369655941662062
sp|Q14141|SEPT6_HUMAN,Q14141,2,1,-1
sp|Q14151|SAFB2_HUMAN,Q14151,6,0,-Inf
sp|Q14152|EIF3A_HUMAN,Q14152,21,23,0.13124453327825272
sp|Q14157|UBP2L_HUMAN,Q14157,19,6,-1.6629650127224294
sp|Q14160|SCRIB_HUMAN,Q14160,5,6,0.2630344058337938
sp|Q14165|MLEC_HUMAN,Q14165,6,7,0.22239242133644802
sp|Q14166|TTL12_HUMAN,Q14166,3,0,-Inf
sp|Q14192|FHL2_HUMAN,Q14192,4,0,-Inf
sp|Q14195|DPYL3_HUMAN,Q14195,13,11,-0.24100809950379493
sp|Q14197|ICT1_HUMAN,Q14197,4,4,0
sp|Q14203|DCTN1_HUMAN,Q14203,12,9,-0.4150374992788438
sp|Q14204|DYHC1_HUMAN,Q14204,71,94,0.4048417321729553
sp|Q14232|EI2BA_HUMAN,Q14232,2,2,0
sp|Q14240|IF4A2_HUMAN,Q14240,1,2,1
sp|Q14244|MAP7_HUMAN,Q14244,9,0,-Inf
sp|Q14247|SRC8_HUMAN,Q14247,24,21,-0.19264507794239588
sp|Q14254|FLOT2_HUMAN,Q14254,8,13,0.7004397181410922
sp|Q14257|RCN2_HUMAN,Q14257,4,2,-1
sp|Q14258|TRI25_HUMAN,Q14258,9,5,-0.84799690655495
sp|Q14320|FA50A_HUMAN,Q14320,6,2,-1.5849625007211563
sp|Q14353|GAMT_HUMAN,Q14353,4,0,-Inf
sp|Q14376|GALE_HUMAN,Q14376,6,6,0
sp|Q14444|CAPR1_HUMAN,Q14444,13,5,-1.3785116232537298
sp|Q14498|RBM39_HUMAN,Q14498,6,8,0.41503749927884376
sp|Q14533|KRT81_HUMAN,Q14533,19,0,-Inf
sp|Q14558|KPRA_HUMAN,Q14558,3,0,-Inf
sp|Q14566|MCM6_HUMAN,Q14566,5,11,1.1375035237499351
sp|Q14651|PLSI_HUMAN,Q14651,12,8,-0.5849625007211563
sp|Q14653|IRF3_HUMAN,Q14653,2,2,0
sp|Q14671|PUM1_HUMAN,Q14671,7,0,-Inf
sp|Q14677|EPN4_HUMAN,Q14677,7,3,-1.222392421336448
sp|Q14683|SMC1A_HUMAN,Q14683,6,17,1.5025003405291832
sp|Q14694|UBP10_HUMAN,Q14694,4,2,-1
sp|Q14696|MESD_HUMAN,Q14696,7,8,0.19264507794239583
sp|Q14697|GANAB_HUMAN,Q14697,42,45,0.09953567355091437
sp|Q14738|2A5D_HUMAN,Q14738,4,2,-1
sp|Q14764|MVP_HUMAN,Q14764,29,27,-0.10309349296410361
sp|Q14789|GOGB1_HUMAN,Q14789,18,4,-2.1699250014423126
sp|Q14790|CASP8_HUMAN,Q14790,4,0,-Inf
sp|Q14847|LASP1_HUMAN,Q14847,23,13,-0.8231222379159209
sp|Q14914|PTGR1_HUMAN,Q14914,24,13,-0.8845227825800641
sp|Q14974|IMB1_HUMAN,Q14974,31,22,-0.4947646917495779
sp|Q14980|NUMA1_HUMAN,Q14980,54,33,-0.710493382805015
sp|Q15003|CND2_HUMAN,Q15003,3,1,-1.5849625007211563
sp|Q15005|SPCS2_HUMAN,Q15005,13,10,-0.3785116232537297
sp|Q15007|FL2D_HUMAN,Q15007,3,0,-Inf
sp|Q15008|PSMD6_HUMAN,Q15008,14,15,0.09953567355091437
sp|Q15019|SEPT2_HUMAN,Q15019,16,9,-0.8300749985576876
sp|Q15021|CND1_HUMAN,Q15021,8,9,0.16992500144231237
sp|Q15029|U5S1_HUMAN,Q15029,6,13,1.1154772174199359
sp|Q15046|SYK_HUMAN,Q15046,11,7,-0.6520766965796931
sp|Q15056|IF4H_HUMAN,Q15056,11,5,-1.137503523749935
sp|Q15059|BRD3_HUMAN,Q15059,3,2,-0.5849625007211563
sp|Q15067|ACOX1_HUMAN,Q15067,10,10,0
sp|Q15070|OXA1L_HUMAN,Q15070,6,5,-0.2630344058337938
sp|Q15075|EEA1_HUMAN,Q15075,11,7,-0.6520766965796931
sp|Q15084|PDIA6_HUMAN,Q15084,27,24,-0.16992500144231246
sp|Q15102|PA1B3_HUMAN,Q15102,14,8,-0.8073549220576042
sp|Q15125|EBP_HUMAN,Q15125,3,3,0
sp|Q15126|PMVK_HUMAN,Q15126,5,4,-0.3219280948873623
sp|Q15149|PLEC_HUMAN,Q15149,98,239,1.2861569638655403
sp|Q15154|PCM1_HUMAN,Q15154,4,3,-0.4150374992788438
sp|Q15165|PON2_HUMAN,Q15165,8,7,-0.19264507794239588
sp|Q15181|IPYR_HUMAN,Q15181,19,8,-1.2479275134435857
sp|Q15185|TEBP_HUMAN,Q15185,10,8,-0.3219280948873623
sp|Q15233|NONO_HUMAN,Q15233,36,28,-0.36257007938470825
sp|Q15257|PTPA_HUMAN,Q15257,9,3,-1.5849625007211563
sp|Q15262|PTPRK_HUMAN,Q15262,2,0,-Inf
sp|Q15286|RAB35_HUMAN,Q15286,6,2,-1.5849625007211563
sp|Q15293|RCN1_HUMAN,Q15293,18,18,0
sp|Q15363|TMED2_HUMAN,Q15363,2,3,0.5849625007211562
sp|Q15365|PCBP1_HUMAN,Q15365,24,8,-1.5849625007211563
sp|Q15366|PCBP2_HUMAN,Q15366,12,10,-0.2630344058337938
sp|Q15369|ELOC_HUMAN,Q15369,9,6,-0.5849625007211563
sp|Q15370|ELOB_HUMAN,Q15370,5,3,-0.7369655941662062
sp|Q15393|SF3B3_HUMAN,Q15393,5,19,1.925999418556223
sp|Q15404|RSU1_HUMAN,Q15404,6,0,-Inf
sp|Q15417|CNN3_HUMAN,Q15417,8,3,-1.415037499278844
sp|Q15424|SAFB1_HUMAN,Q15424,15,3,-2.321928094887362
sp|Q15427|SF3B4_HUMAN,Q15427,3,0,-Inf
sp|Q15428|SF3A2_HUMAN,Q15428,6,2,-1.5849625007211563
sp|Q15434|RBMS2_HUMAN,Q15434,3,0,-Inf
sp|Q15435|PP1R7_HUMAN,Q15435,5,0,-Inf
sp|Q15436|SC23A_HUMAN,Q15436,6,13,1.1154772174199359
sp|Q15437|SC23B_HUMAN,Q15437,4,3,-0.4150374992788438
sp|Q15459|SF3A1_HUMAN,Q15459,23,10,-1.2016338611696507
sp|Q15555|MARE2_HUMAN,Q15555,4,4,0
sp|Q15631|TSN_HUMAN,Q15631,5,2,-1.3219280948873622
sp|Q15637|SF01_HUMAN,Q15637,9,1,-3.1699250014423126
sp|Q15645|PCH2_HUMAN,Q15645,3,3,0
sp|Q15654|TRIP6_HUMAN,Q15654,2,0,-Inf
sp|Q15691|MARE1_HUMAN,Q15691,23,10,-1.2016338611696507
sp|Q15714|T22D1_HUMAN,Q15714,3,0,-Inf
sp|Q15717|ELAV1_HUMAN,Q15717,20,11,-0.862496476250065
sp|Q15738|NSDHL_HUMAN,Q15738,14,10,-0.4854268271702417
sp|Q15758|AAAT_HUMAN,Q15758,12,10,-0.2630344058337938
sp|Q15785|TOM34_HUMAN,Q15785,6,2,-1.5849625007211563
sp|Q15813|TBCE_HUMAN,Q15813,6,3,-1
sp|Q15819|UB2V2_HUMAN,Q15819,13,0,-Inf
sp|Q15836|VAMP3_HUMAN,Q15836,4,0,-Inf
sp|Q15843|NEDD8_HUMAN,Q15843,4,3,-0.4150374992788438
sp|Q15904|VAS1_HUMAN,Q15904,6,0,-Inf
sp|Q15907|RB11B_HUMAN,Q15907,15,14,-0.0995356735509144
sp|Q15942|ZYX_HUMAN,Q15942,11,0,-Inf
sp|Q16181|SEPT7_HUMAN,Q16181,17,10,-0.765534746362977
sp|Q16186|ADRM1_HUMAN,Q16186,5,5,0
sp|Q16204|CCDC6_HUMAN,Q16204,8,3,-1.415037499278844
sp|Q16401|PSMD5_HUMAN,Q16401,15,4,-1.9068905956085185
sp|Q16531|DDB1_HUMAN,Q16531,9,12,0.41503749927884376
sp|Q16543|CDC37_HUMAN,Q16543,13,9,-0.5305147166987798
sp|Q16555|DPYL2_HUMAN,Q16555,37,21,-0.8171359428501895
sp|Q16576|RBBP7_HUMAN,Q16576,17,9,-0.9175378398080271
sp|Q16626|MEA1_HUMAN,Q16626,2,0,-Inf
sp|Q16629|SRSF7_HUMAN,Q16629,6,14,1.222392421336448
sp|Q16630|CPSF6_HUMAN,Q16630,6,5,-0.2630344058337938
sp|Q16643|DREB_HUMAN,Q16643,8,7,-0.19264507794239588
sp|Q16658|FSCN1_HUMAN,Q16658,19,10,-0.9259994185562233
sp|Q16698|DECR_HUMAN,Q16698,14,14,0
sp|Q16718|NDUA5_HUMAN,Q16718,6,5,-0.2630344058337938
sp|Q16719|KYNU_HUMAN,Q16719,18,14,-0.36257007938470825
sp|Q16740|CLPP_HUMAN,Q16740,4,6,0.5849625007211562
sp|Q16762|THTR_HUMAN,Q16762,8,10,0.32192809488736235
sp|Q16763|UBE2S_HUMAN,Q16763,2,0,-Inf
sp|Q16775|GLO2_HUMAN,Q16775,3,1,-1.5849625007211563
sp|Q16795|NDUA9_HUMAN,Q16795,6,11,0.874469117916141
sp|Q16822|PCKGM_HUMAN,Q16822,8,10,0.32192809488736235
sp|Q16836|HCDH_HUMAN,Q16836,8,10,0.32192809488736235
sp|Q16851|UGPA_HUMAN,Q16851,20,8,-1.3219280948873622
sp|Q16881|TRXR1_HUMAN,Q16881,32,28,-0.19264507794239588
sp|Q16891|MIC60_HUMAN,Q16891,44,35,-0.3301486016923309
sp|Q1KMD3|HNRL2_HUMAN,Q1KMD3,5,18,1.84799690655495
sp|Q27J81|INF2_HUMAN,Q27J81,18,14,-0.36257007938470825
sp|Q2M389|WASC4_HUMAN,Q2M389,3,3,0
sp|Q2TAA2|IAH1_HUMAN,Q2TAA2,3,0,-Inf
sp|Q2TAY7|SMU1_HUMAN,Q2TAY7,4,3,-0.4150374992788438
sp|Q32MZ4|LRRF1_HUMAN,Q32MZ4,9,3,-1.5849625007211563
sp|Q32P28|P3H1_HUMAN,Q32P28,4,2,-1
sp|Q3KQV9|UAP1L_HUMAN,Q3KQV9,3,0,-Inf
sp|Q3LXA3|TKFC_HUMAN,Q3LXA3,16,3,-2.415037499278844
sp|Q3ZAQ7|VMA21_HUMAN,Q3ZAQ7,3,0,-Inf
sp|Q3ZCQ8|TIM50_HUMAN,Q3ZCQ8,12,11,-0.12553088208385899
sp|Q4V328|GRAP1_HUMAN,Q4V328,5,4,-0.3219280948873623
sp|Q4VC31|MIX23_HUMAN,Q4VC31,4,4,0
sp|Q52LJ0|FA98B_HUMAN,Q52LJ0,3,3,0
sp|Q53EL6|PDCD4_HUMAN,Q53EL6,4,0,-Inf
sp|Q53FA7|QORX_HUMAN,Q53FA7,15,6,-1.3219280948873622
sp|Q53GQ0|DHB12_HUMAN,Q53GQ0,14,15,0.09953567355091437
sp|Q53GS9|SNUT2_HUMAN,Q53GS9,2,1,-1
sp|Q53H82|LACB2_HUMAN,Q53H82,17,11,-0.6280312226130421
sp|Q53H96|P5CR3_HUMAN,Q53H96,3,2,-0.5849625007211563
sp|Q53HC9|EIPR1_HUMAN,Q53HC9,3,0,-Inf
sp|Q562R1|ACTBL_HUMAN,Q562R1,5,8,0.6780719051126377
sp|Q56VL3|OCAD2_HUMAN,Q56VL3,8,8,0
sp|Q5BJF2|SGMR2_HUMAN,Q5BJF2,3,3,0
sp|Q5BKZ1|ZN326_HUMAN,Q5BKZ1,3,3,0
sp|Q5JRA6|TGO1_HUMAN,Q5JRA6,2,3,0.5849625007211562
sp|Q5JRX3|PREP_HUMAN,Q5JRX3,13,16,0.29956028185890793
sp|Q5JS54|PSMG4_HUMAN,Q5JS54,2,0,-Inf
sp|Q5JTJ3|COA6_HUMAN,Q5JTJ3,3,2,-0.5849625007211563
sp|Q5JTV8|TOIP1_HUMAN,Q5JTV8,6,10,0.7369655941662062
sp|Q5JVS0|HABP4_HUMAN,Q5JVS0,2,0,-Inf
sp|Q5JWF2|GNAS1_HUMAN,Q5JWF2,8,0,-Inf
sp|Q5PRF9|SMAG2_HUMAN,Q5PRF9,4,2,-1
sp|Q5RI15|COX20_HUMAN,Q5RI15,2,2,0
sp|Q5SSJ5|HP1B3_HUMAN,Q5SSJ5,2,18,3.169925001442312
sp|Q5SW79|CE170_HUMAN,Q5SW79,4,0,-Inf
sp|Q5T1M5|FKB15_HUMAN,Q5T1M5,5,0,-Inf
sp|Q5T4S7|UBR4_HUMAN,Q5T4S7,6,16,1.4150374992788437
sp|Q5T6F2|UBAP2_HUMAN,Q5T6F2,6,0,-Inf
sp|Q5T6V5|QSPP_HUMAN,Q5T6V5,3,2,-0.5849625007211563
sp|Q5T8D3|ACBD5_HUMAN,Q5T8D3,6,5,-0.2630344058337938
sp|Q5TGZ0|MIC10_HUMAN,Q5TGZ0,2,0,-Inf
sp|Q5VTR2|BRE1A_HUMAN,Q5VTR2,5,0,-Inf
sp|Q5VW32|BROX_HUMAN,Q5VW32,3,0,-Inf
sp|Q5VYK3|ECM29_HUMAN,Q5VYK3,7,11,0.6520766965796931
sp|Q63HN8|RN213_HUMAN,Q63HN8,8,18,1.1699250014423124
sp|Q66K74|MAP1S_HUMAN,Q66K74,2,0,-Inf
sp|Q68CZ2|TENS3_HUMAN,Q68CZ2,23,6,-1.9385994553358568
sp|Q68EM7|RHG17_HUMAN,Q68EM7,2,0,-Inf
sp|Q6DD87|ZN787_HUMAN,Q6DD87,3,0,-Inf
sp|Q6DD88|ATLA3_HUMAN,Q6DD88,9,7,-0.36257007938470825
sp|Q6FI81|CPIN1_HUMAN,Q6FI81,5,3,-0.7369655941662062
sp|Q6GMV3|PTRD1_HUMAN,Q6GMV3,4,1,-2
sp|Q6I9Y2|THOC7_HUMAN,Q6I9Y2,4,3,-0.4150374992788438
sp|Q6IAA8|LTOR1_HUMAN,Q6IAA8,5,2,-1.3219280948873622
sp|Q6IBS0|TWF2_HUMAN,Q6IBS0,9,0,-Inf
sp|Q6NUK1|SCMC1_HUMAN,Q6NUK1,7,10,0.5145731728297582
sp|Q6NUQ4|TM214_HUMAN,Q6NUQ4,3,5,0.7369655941662062
sp|Q6NVY1|HIBCH_HUMAN,Q6NVY1,5,3,-0.7369655941662062
sp|Q6NYC1|JMJD6_HUMAN,Q6NYC1,2,2,0
sp|Q6NZI2|CAVN1_HUMAN,Q6NZI2,9,18,1
sp|Q6P1J9|CDC73_HUMAN,Q6P1J9,3,4,0.41503749927884376
sp|Q6P1N9|TATD1_HUMAN,Q6P1N9,5,2,-1.3219280948873622
sp|Q6P2E9|EDC4_HUMAN,Q6P2E9,3,4,0.41503749927884376
sp|Q6P2Q9|PRP8_HUMAN,Q6P2Q9,3,30,3.321928094887362
sp|Q6P587|FAHD1_HUMAN,Q6P587,3,3,0
sp|Q6P996|PDXD1_HUMAN,Q6P996,5,3,-0.7369655941662062
sp|Q6PI48|SYDM_HUMAN,Q6PI48,4,13,1.7004397181410922
sp|Q6PI78|TMM65_HUMAN,Q6PI78,2,3,0.5849625007211562
sp|Q6PIU2|NCEH1_HUMAN,Q6PIU2,8,12,0.5849625007211562
sp|Q6PJT7|ZC3HE_HUMAN,Q6PJT7,3,0,-Inf
sp|Q6PKG0|LARP1_HUMAN,Q6PKG0,8,7,-0.19264507794239588
sp|Q6PUV4|CPLX2_HUMAN,Q6PUV4,11,3,-1.8744691179161412
sp|Q6UW68|TM205_HUMAN,Q6UW68,3,5,0.7369655941662062
sp|Q6UWE0|LRSM1_HUMAN,Q6UWE0,2,0,-Inf
sp|Q6UX53|MET7B_HUMAN,Q6UX53,3,3,0
sp|Q6UXN9|WDR82_HUMAN,Q6UXN9,2,0,-Inf
sp|Q6WCQ1|MPRIP_HUMAN,Q6WCQ1,6,4,-0.5849625007211563
sp|Q6Y7W6|GGYF2_HUMAN,Q6Y7W6,6,0,-Inf
sp|Q6YHK3|CD109_HUMAN,Q6YHK3,10,3,-1.7369655941662063
sp|Q6YN16|HSDL2_HUMAN,Q6YN16,9,9,0
sp|Q6ZMP0|THSD4_HUMAN,Q6ZMP0,3,4,0.41503749927884376
sp|Q6ZRP7|QSOX2_HUMAN,Q6ZRP7,5,4,-0.3219280948873623
sp|Q709C8|VP13C_HUMAN,Q709C8,1,9,3.169925001442312
sp|Q70UQ0|IKIP_HUMAN,Q70UQ0,8,4,-1
sp|Q71RC2|LARP4_HUMAN,Q71RC2,6,0,-Inf
sp|Q71UM5|RS27L_HUMAN,Q71UM5,10,2,-2.321928094887362
sp|Q7KZF4|SND1_HUMAN,Q7KZF4,23,24,0.06140054466414327
sp|Q7L0Y3|TM10C_HUMAN,Q7L0Y3,4,4,0
